Duration,Response,Stimulus condition
1.375,0.9359878810064401,0
1.25,1.000118989002658,2
0.975,0.720025918999454,0
0.75,0.6240306149993557,0
1.05,0.712028495996492,0
0.825,0.4800344179966487,0
0.825,0.6159992610046174,0
1.525,1.0480014829954598,1
1.25,0.9040344759996515,0
1.05,0.7439991629944416,0
1.525,0.9359999640000751,1
1.05,0.8880156040104339,2
1.375,0.8321267529972829,2
0.975,0.9360343409935012,1
1.125,0.840128455995,2
1.525,1.151996758999303,0
1.45,1.0001301680022152,2
0.9,0.4399894630041672,1
0.9,0.6639980760082835,0
0.825,0.7599991689930903,1
1.375,1.1119974350003758,0
1.05,0.904030079007498,0
1.45,1.1759972290019505,1
1.45,1.1439962909935275,0
1.125,0.8320366420084611,0
0.75,0.5841771560080815,2
0.825,0.560026585997548,0
0.975,0.6959996990044601,0
0.9,0.7681271170004038,2
1.125,0.9759982559917262,0
0.975,0.7840016399859451,1
0.9,0.6960208660020726,0
1.25,1.1439980169961927,1
0.975,0.760004019990447,1
1.25,1.0320220959984,0
0.9,0.8560143929935293,1
1.375,0.9840006879967405,1
0.9,0.7521269210119499,2
0.9,0.8159888509981101,0
1.45,1.216127747000428,2
0.825,0.712002604996087,1
0.825,0.7441718149930239,2
0.975,0.8319935750041623,0
1.05,0.8799901980091818,0
1.375,1.1439861489925534,1
1.375,0.9759978499932913,0
1.375,1.1999847349943593,1
1.45,1.0399974030005978,0
0.75,0.6800011960003758,1
1.125,1.0001257030089619,2
0.75,0.6719999060005648,0
0.75,0.6959973920020275,0
1.525,1.3279874279978685,0
1.25,0.927998960003606,0
1.125,0.8479997600079514,0
1.375,1.175998711012653,0
1.525,1.4081272600014927,2
1.525,1.304024223005399,2
1.25,1.0719991509977262,0
1.375,1.1441218969994225,2
0.825,0.7679995039943606,0
1.375,1.480112545992597,2
1.125,0.8800011580024147,0
0.975,0.8561388170055579,2
1.525,1.239997023003525,0
0.9,0.7841075089963851,2
1.05,1.064006922999397,0
0.825,0.7199995760020101,0
1.25,1.0399973000021419,0
1.525,1.3119902210019063,0
1.25,0.9760850360034965,2
1.125,0.9920002849976299,0
0.825,0.44812580800498836,2
1.05,0.8560170510027092,2
1.45,1.0639997800026322,0
0.975,0.6481284300098196,2
0.975,0.8079904350015568,0
1.125,0.9999991519871401,0
1.05,0.959998064005049,0
0.75,0.7359862300072564,1
1.125,0.8159976950119017,1
0.9,0.7120219509961316,0
1.125,0.7680900059931446,2
1.25,1.0161284229980083,2
1.05,1.0079986290074885,1
1.375,1.191992107007536,0
0.975,0.9519994300062535,0
0.9,0.7199999000004027,1
0.75,0.584003155992832,0
0.975,0.6959901560039725,0
1.45,1.1039902750053443,1
0.975,0.8321241619996727,2
1.25,1.1760009819990955,1
1.525,1.2801278429978993,2
0.825,0.7599971770105185,0
1.45,1.4801318270037882,0
1.375,1.0639899509988027,0
0.75,0.7201259930006927,2
1.45,1.1761473250080599,2
0.825,0.7761255000077654,2
1.45,1.1679984390066238,0
1.05,0.9040004139969824,1
1.45,1.3679924309981288,1
1.25,0.9759975079941796,0
1.525,1.3519995020033093,1
0.75,0.8160850899876095,1
1.125,0.9680295379948802,1
1.125,1.032001360988943,1
0.75,0.6800364519876894,0
0.9,0.7839995809918037,0
0.75,0.5920131460006814,0
1.525,1.408039720990928,0
1.05,0.8961293850006768,2
1.45,1.3759994179999921,0
1.25,0.9999950540077407,1
0.9,0.816028159999405,0
0.825,0.712002674001269,1
0.75,0.7361238500016043,2
1.05,0.9279912150086602,1
1.525,1.3280044599960092,0
