trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,6,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
1,6,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",1.5,0
2,6,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",9,0
3,6,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",1.5,0
4,6,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
5,6,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
6,6,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
7,6,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",9,0
8,6,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",9,0
9,6,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",3,0
10,6,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",6.5,0
11,6,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
12,6,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
13,6,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",3,0
14,6,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",6.5,0
15,6,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
16,6,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
17,6,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",3,0
18,6,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
19,6,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
20,6,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",1.5,0
21,6,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",6.5,0
22,6,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
23,6,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",6.5,0
24,6,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
25,6,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
26,6,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
27,6,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
28,6,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",6.5,0
29,6,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",3,0
30,6,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",6.5,0
31,6,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
32,6,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
33,6,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
34,6,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
35,6,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
36,6,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
37,6,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
38,6,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",9,0
39,6,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
40,6,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
41,6,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
42,6,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
43,6,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
44,6,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
45,6,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
46,6,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
47,6,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
48,6,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
49,6,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
50,6,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",9,0
