trialnum	subject	answerPos0	answer0	response0	correct0	answerPos1	answer1	response1	correct1	cueSpatialPos	cueEccentricity	timingBlips
0 	2 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	1.5 	0
1 	2 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[-1, 0] 	3 	0
2 	2 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[-1, 0] 	1.5 	0
3 	2 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	3 	0
4 	2 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	6.5 	0
5 	2 	10 	B 	G 	0.0 	12 	G 	B 	0.0 	[1, 0] 	9 	0
6 	2 	10 	G 	B 	0.0 	7 	B 	G 	0.0 	[1, 0] 	6.5 	0
7 	2 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	1.5 	0
8 	2 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	3 	0
9 	2 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[-1, 0] 	6.5 	0
10 	2 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[1, 0] 	9 	0
11 	2 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[-1, 0] 	1.5 	0
12 	2 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	9 	0
13 	2 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[1, 0] 	1.5 	0
14 	2 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	9 	0
15 	2 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	6.5 	0
16 	2 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	3 	0
17 	2 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	3 	0
18 	2 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	9 	0
19 	2 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	3 	0
20 	2 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	6.5 	0
21 	2 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	9 	0
22 	2 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	3 	0
23 	2 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	6.5 	0
24 	2 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	1.5 	0
25 	2 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	1.5 	0
