trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,22,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
1,22,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",3,0
2,22,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
3,22,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",1.5,0
4,22,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
5,22,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",3,0
6,22,10,G ,B ,0,6,B ,G ,0,"[-1, 0] ",6.5,0
7,22,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
8,22,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
9,22,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
10,22,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
11,22,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
12,22,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",9,0
13,22,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
14,22,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
15,22,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",9,0
16,22,10,G ,B ,0,8,B ,G ,0,"[-1, 0] ",9,0
17,22,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
18,22,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
19,22,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
20,22,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
21,22,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",3,0
22,22,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
23,22,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",3,0
24,22,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",9,0
25,22,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
