trialnum	subject	answerPos0	answer0	response0	correct0	answerPos1	answer1	response1	correct1	cueSpatialPos	cueEccentricity	timingBlips
0 	19 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	3 	0
1 	19 	10 	G 	B 	0.0 	6 	B 	G 	0.0 	[1, 0] 	9 	0
2 	19 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[-1, 0] 	1.5 	0
3 	19 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	6.5 	0
4 	19 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	6.5 	0
5 	19 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	3 	0
6 	19 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	3 	0
7 	19 	10 	G 	B 	0.0 	8 	B 	B 	1.0 	[-1, 0] 	3 	0
8 	19 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	9 	0
9 	19 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	1.5 	0
10 	19 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[-1, 0] 	3 	0
11 	19 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	9 	0
12 	19 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	6.5 	0
13 	19 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	3 	0
14 	19 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	3 	0
15 	19 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	3 	0
16 	19 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	1.5 	0
17 	19 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[-1, 0] 	6.5 	0
18 	19 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[-1, 0] 	6.5 	0
19 	19 	10 	G 	B 	0.0 	7 	B 	G 	0.0 	[-1, 0] 	6.5 	0
20 	19 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[1, 0] 	1.5 	0
21 	19 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	1.5 	0
22 	19 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	3 	0
23 	19 	10 	G 	B 	0.0 	8 	B 	G 	0.0 	[-1, 0] 	6.5 	0
24 	19 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	1.5 	0
25 	19 	10 	G 	B 	0.0 	7 	B 	B 	1.0 	[-1, 0] 	3 	0
26 	19 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	6.5 	0
27 	19 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	9 	0
28 	19 	10 	B 	G 	0.0 	12 	G 	B 	0.0 	[1, 0] 	1.5 	0
29 	19 	10 	B 	G 	0.0 	12 	G 	B 	0.0 	[1, 0] 	9 	0
30 	19 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	6.5 	0
31 	19 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[-1, 0] 	1.5 	0
32 	19 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	6.5 	0
33 	19 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	9 	0
34 	19 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	1.5 	0
35 	19 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	9 	0
36 	19 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	3 	0
37 	19 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[1, 0] 	9 	0
38 	19 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	6.5 	0
39 	19 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[-1, 0] 	9 	0
40 	19 	10 	B 	G 	0.0 	12 	G 	B 	0.0 	[-1, 0] 	9 	0
41 	19 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[1, 0] 	6.5 	0
