trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,15,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",3,0
1,15,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",3,0
2,15,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
3,15,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",6.5,0
4,15,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
5,15,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
6,15,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",9,0
7,15,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
8,15,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
9,15,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
10,15,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",9,0
11,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
12,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
13,15,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
14,15,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
15,15,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
16,15,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",9,0
17,15,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
18,15,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
19,15,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",3,0
20,15,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
21,15,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
22,15,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
23,15,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
24,15,10,G ,B ,0,6,B ,G ,0,"[-1, 0] ",6.5,0
25,15,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
26,15,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",6.5,0
27,15,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",3,0
28,15,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",6.5,0
29,15,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",9,0
30,15,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
31,15,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",9,0
32,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
33,15,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
34,15,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",1.5,0
35,15,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
36,15,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",6.5,0
37,15,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
38,15,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",1.5,0
39,15,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",9,0
40,15,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
41,15,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",6.5,0
42,15,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
43,15,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",6.5,0
44,15,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",3,0
45,15,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
46,15,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",6.5,0
47,15,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",6.5,0
48,15,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
49,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
50,15,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
51,15,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
52,15,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",6.5,0
53,15,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",1.5,0
54,15,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
55,15,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
56,15,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
57,15,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
58,15,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",9,0
59,15,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
60,15,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",9,0
61,15,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
62,15,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
63,15,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",3,0
64,15,10,B ,G ,0,14,G ,B ,0,"[1, 0] ",1.5,0
65,15,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
66,15,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
67,15,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
68,15,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
69,15,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
70,15,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",6.5,0
71,15,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",1.5,0
72,15,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
73,15,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",6.5,0
74,15,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
75,15,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",9,0
76,15,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
77,15,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
78,15,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
79,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
80,15,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
81,15,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
82,15,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",1.5,0
83,15,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",3,0
84,15,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
85,15,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
86,15,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",9,0
87,15,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",3,0
88,15,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",3,0
89,15,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
90,15,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
91,15,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",9,0
92,15,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
93,15,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
94,15,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",6.5,0
95,15,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",3,0
96,15,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
97,15,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
98,15,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",6.5,0
99,15,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
100,15,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",9,0
101,15,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
102,15,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
103,15,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
104,15,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
105,15,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
106,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
107,15,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
108,15,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
109,15,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
110,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
111,15,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
112,15,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
113,15,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
114,15,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",9,0
115,15,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",6.5,0
116,15,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",1.5,0
117,15,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",9,0
118,15,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",6.5,0
119,15,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
120,15,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",6.5,0
121,15,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",9,0
122,15,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",3,0
123,15,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",6.5,0
124,15,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",6.5,0
125,15,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
126,15,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
127,15,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",1.5,0
128,15,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
