trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,7,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
1,7,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",3,0
2,7,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
3,7,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
4,7,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",6.5,0
5,7,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
6,7,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
7,7,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
8,7,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
9,7,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",6.5,0
10,7,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
11,7,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
12,7,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
13,7,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
14,7,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
15,7,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
16,7,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
17,7,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
18,7,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
19,7,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
20,7,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
21,7,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
22,7,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
23,7,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
24,7,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",9,0
25,7,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
26,7,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
27,7,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",1.5,0
28,7,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",6.5,0
29,7,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
30,7,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",6.5,0
31,7,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
32,7,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",3,0
33,7,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
34,7,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
35,7,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
36,7,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
37,7,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
