trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,3,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",6.5,0
1,3,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
2,3,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
3,3,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",6.5,0
4,3,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",3,0
5,3,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",3,0
6,3,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
7,3,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",1.5,0
8,3,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
9,3,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",3,0
10,3,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",6.5,0
11,3,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
12,3,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
13,3,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",3,0
14,3,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
15,3,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
16,3,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",1.5,0
17,3,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
18,3,10,B ,G ,0,14,G ,B ,0,"[1, 0] ",6.5,0
19,3,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
20,3,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",1.5,0
21,3,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",9,0
22,3,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
23,3,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
24,3,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
25,3,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
26,3,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
27,3,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",6.5,0
28,3,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
29,3,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
30,3,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",1.5,0
31,3,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
32,3,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
33,3,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",6.5,0
34,3,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
35,3,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
36,3,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
37,3,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",6.5,0
38,3,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
39,3,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
40,3,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
41,3,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
42,3,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",9,0
43,3,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",9,0
44,3,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
45,3,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
46,3,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
47,3,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",1.5,0
48,3,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
49,3,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
50,3,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
51,3,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",6.5,0
52,3,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
53,3,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
54,3,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",9,0
55,3,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",6.5,0
56,3,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
57,3,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",9,0
58,3,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",3,0
59,3,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",6.5,0
60,3,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
61,3,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",6.5,0
62,3,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",9,0
63,3,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",3,0
64,3,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",3,0
65,3,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",6.5,0
66,3,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
67,3,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
68,3,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",9,0
