trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,11,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",3,0
1,11,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
2,11,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
3,11,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
4,11,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",6.5,0
5,11,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",6.5,0
6,11,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
7,11,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
8,11,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
9,11,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",9,0
10,11,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
11,11,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",9,0
12,11,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
13,11,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",3,0
14,11,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
15,11,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",9,0
16,11,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
17,11,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
18,11,10,G ,G ,1,8,B ,G ,0,"[-1, 0] ",6.5,0
19,11,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",6.5,0
20,11,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",9,0
21,11,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",1.5,0
22,11,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",3,0
23,11,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",9,0
24,11,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",1.5,0
25,11,10,G ,B ,0,6,B ,G ,0,"[-1, 0] ",6.5,0
26,11,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",9,0
27,11,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",9,0
28,11,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",1.5,0
29,11,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
30,11,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",3,0
31,11,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",9,0
32,11,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
33,11,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
34,11,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
35,11,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
36,11,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
37,11,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",3,0
38,11,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
39,11,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",1.5,0
40,11,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",3,0
41,11,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
42,11,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
43,11,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
44,11,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",6.5,0
