trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,9,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
1,9,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
2,9,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",6.5,0
3,9,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
4,9,10,G ,B ,0,8,B ,G ,0,"[-1, 0] ",1.5,0
5,9,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
6,9,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
7,9,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
8,9,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",1.5,0
9,9,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
10,9,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",9,0
11,9,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",1.5,0
12,9,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
13,9,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
14,9,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",9,0
15,9,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",6.5,0
16,9,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
17,9,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
18,9,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",6.5,0
19,9,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
20,9,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",3,0
21,9,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
22,9,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
23,9,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
24,9,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",6.5,0
25,9,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",1.5,0
26,9,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",9,0
27,9,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
28,9,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
29,9,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
30,9,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
31,9,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
32,9,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
33,9,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
34,9,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
35,9,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
36,9,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
37,9,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
38,9,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
39,9,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",6.5,0
40,9,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
