trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,20,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",9,0
1,20,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
2,20,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
3,20,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
4,20,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
5,20,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
6,20,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
7,20,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
8,20,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
9,20,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",1.5,0
10,20,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
11,20,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
12,20,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
13,20,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
14,20,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
15,20,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
16,20,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
17,20,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",9,0
18,20,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
19,20,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
20,20,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",9,0
21,20,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
22,20,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
23,20,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
24,20,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
25,20,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
26,20,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
27,20,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
28,20,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",6.5,0
29,20,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",6.5,0
30,20,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
31,20,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",9,0
32,20,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
33,20,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",6.5,0
34,20,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",9,0
35,20,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
36,20,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",6.5,0
37,20,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
38,20,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",3,0
39,20,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",6.5,0
40,20,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
41,20,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
42,20,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",9,0
43,20,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
44,20,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
45,20,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
