trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,18,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",6.5,0
1,18,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
2,18,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
3,18,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
4,18,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
5,18,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
6,18,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
7,18,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
8,18,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",3,0
9,18,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",9,0
10,18,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",9,0
11,18,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",3,0
12,18,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
13,18,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",6.5,0
14,18,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
15,18,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",6.5,0
16,18,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",9,0
17,18,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",3,0
18,18,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
19,18,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
20,18,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
21,18,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
22,18,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",9,0
23,18,10,G ,B ,0,7,B ,B ,1,"[-1, 0] ",9,0
24,18,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",1.5,0
25,18,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
26,18,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
27,18,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
28,18,10,B ,B ,1,12,G ,B ,0,"[1, 0] ",1.5,0
29,18,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",6.5,0
30,18,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
31,18,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",9,0
32,18,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
33,18,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
34,18,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
35,18,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
36,18,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
37,18,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
38,18,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",9,0
39,18,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
40,18,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",6.5,0
41,18,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
42,18,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
43,18,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",9,0
44,18,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,3
45,18,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
46,18,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
47,18,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
48,18,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
49,18,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
50,18,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
51,18,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
52,18,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
53,18,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",9,0
54,18,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
55,18,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
56,18,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
57,18,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",6.5,0
58,18,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
59,18,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
60,18,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",9,0
61,18,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
62,18,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
63,18,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",3,0
64,18,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",3,0
65,18,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
66,18,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",9,0
67,18,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
68,18,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
69,18,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",9,0
70,18,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
71,18,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",6.5,0
72,18,10,G ,B ,0,8,B ,G ,0,"[-1, 0] ",1.5,0
73,18,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
74,18,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",9,0
75,18,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
76,18,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
77,18,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
78,18,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",9,0
79,18,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",3,0
80,18,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
81,18,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",9,0
82,18,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
83,18,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",6.5,0
84,18,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
85,18,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
86,18,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",9,0
87,18,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",9,0
88,18,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",6.5,0
89,18,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
90,18,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
91,18,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
92,18,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
93,18,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
94,18,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
95,18,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
96,18,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
97,18,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",6.5,0
98,18,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
99,18,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
100,18,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
101,18,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
102,18,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
103,18,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",1.5,0
104,18,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",6.5,0
105,18,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",9,0
106,18,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
107,18,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
108,18,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
109,18,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
110,18,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",6.5,0
111,18,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
112,18,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",6.5,0
113,18,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",3,0
114,18,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",9,0
115,18,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",9,0
116,18,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
117,18,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",9,0
118,18,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
119,18,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
120,18,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
