trialnum	subject	answerPos0	answer0	response0	correct0	answerPos1	answer1	response1	correct1	cueSpatialPos	cueEccentricity	timingBlips
0 	17 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	9 	0
1 	17 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	1.5 	0
2 	17 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	3 	0
3 	17 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	6.5 	0
4 	17 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	3 	0
5 	17 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[1, 0] 	6.5 	0
6 	17 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	6.5 	0
7 	17 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	9 	0
8 	17 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	1.5 	0
9 	17 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	3 	0
10 	17 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[1, 0] 	6.5 	0
11 	17 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	1.5 	0
12 	17 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	9 	0
13 	17 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[-1, 0] 	3 	0
14 	17 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[-1, 0] 	1.5 	0
15 	17 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	3 	0
16 	17 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	9 	0
17 	17 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	1.5 	0
18 	17 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	6.5 	0
19 	17 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	3 	0
20 	17 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	3 	0
21 	17 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[1, 0] 	1.5 	0
22 	17 	10 	B 	G 	0.0 	14 	G 	B 	0.0 	[-1, 0] 	9 	0
23 	17 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	9 	0
24 	17 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	1.5 	0
25 	17 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	3 	0
26 	17 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	3 	0
27 	17 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	3 	0
28 	17 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	6.5 	0
