trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,4,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
1,4,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",9,0
2,4,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
3,4,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",6.5,0
4,4,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
5,4,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",6.5,0
6,4,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
7,4,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",3,0
8,4,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
9,4,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
10,4,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",6.5,0
11,4,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
12,4,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
13,4,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",6.5,0
14,4,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
15,4,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",6.5,0
16,4,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
17,4,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
18,4,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
19,4,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
20,4,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
21,4,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
22,4,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
23,4,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
24,4,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
25,4,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",9,0
26,4,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
27,4,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
28,4,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",9,0
29,4,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
30,4,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",9,0
31,4,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
32,4,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
33,4,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
34,4,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
35,4,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
36,4,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
37,4,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
38,4,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",9,0
39,4,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",9,0
40,4,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",3,0
41,4,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",6.5,0
