trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,8,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
1,8,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",6.5,0
2,8,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",9,0
3,8,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
4,8,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",6.5,0
5,8,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
6,8,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
7,8,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",3,0
8,8,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",1.5,0
9,8,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",9,0
10,8,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
11,8,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",9,0
12,8,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
13,8,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",6.5,0
14,8,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
15,8,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
16,8,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
17,8,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
18,8,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
19,8,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",9,0
20,8,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",1.5,0
21,8,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
22,8,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
23,8,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
24,8,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
25,8,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
26,8,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",3,0
27,8,10,G ,B ,0,8,B ,G ,0,"[-1, 0] ",6.5,0
28,8,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
29,8,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
30,8,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
31,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
32,8,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
33,8,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",6.5,0
34,8,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",3,0
35,8,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
36,8,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",3,0
37,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
38,8,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
39,8,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
40,8,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",3,0
41,8,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
42,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
43,8,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
44,8,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",9,0
45,8,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
46,8,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",1.5,0
47,8,10,B ,G ,0,14,G ,B ,0,"[1, 0] ",1.5,0
48,8,10,B ,G ,0,14,G ,G ,1,"[1, 0] ",9,0
49,8,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",1.5,0
50,8,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
51,8,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",6.5,0
52,8,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
53,8,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
54,8,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",3,0
55,8,10,G ,B ,0,6,B ,B ,1,"[-1, 0] ",6.5,0
56,8,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
57,8,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
58,8,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",6.5,0
59,8,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
60,8,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",9,0
61,8,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
62,8,10,B ,B ,1,10,G ,B ,0,"[1, 0] ",3,0
63,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
64,8,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
65,8,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
66,8,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
67,8,10,B ,G ,0,14,G ,B ,0,"[1, 0] ",6.5,0
68,8,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
69,8,10,G ,B ,0,6,B ,B ,1,"[-1, 0] ",1.5,0
70,8,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",3,0
71,8,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",9,0
72,8,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
73,8,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
74,8,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",3,0
75,8,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",9,0
76,8,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",3,0
77,8,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
78,8,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",9,0
79,8,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
80,8,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
81,8,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",1.5,0
82,8,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
83,8,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
84,8,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
85,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
86,8,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",6.5,0
87,8,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",6.5,0
88,8,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",6.5,0
89,8,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",1.5,0
90,8,10,B ,B ,1,10,G ,B ,0,"[1, 0] ",6.5,0
91,8,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",6.5,0
92,8,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",1.5,0
93,8,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",3,0
94,8,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",9,0
95,8,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",3,0
96,8,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",6.5,0
97,8,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",1.5,0
98,8,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
99,8,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
100,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
101,8,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",1.5,0
102,8,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",3,0
103,8,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",6.5,0
104,8,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",9,0
105,8,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
106,8,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
107,8,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",9,0
108,8,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",1.5,0
109,8,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",9,0
110,8,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",6.5,0
111,8,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
112,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
113,8,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
114,8,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
115,8,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
116,8,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",6.5,0
117,8,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
118,8,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
119,8,10,B ,G ,0,12,G ,B ,0,"[1, 0] ",9,0
120,8,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
121,8,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
122,8,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",9,0
123,8,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",6.5,0
124,8,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",3,0
125,8,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
