trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,5,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
1,5,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
2,5,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
3,5,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
4,5,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
5,5,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",6.5,0
6,5,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
7,5,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
8,5,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
9,5,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
10,5,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
11,5,10,G ,B ,0,6,B ,G ,0,"[-1, 0] ",1.5,0
12,5,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
13,5,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
14,5,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
15,5,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",9,0
16,5,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
17,5,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",3,0
18,5,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
19,5,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
20,5,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",6.5,0
21,5,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",1.5,0
22,5,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",3,0
23,5,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",9,0
24,5,10,B ,G ,0,13,G ,B ,0,"[-1, 0] ",9,0
25,5,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
26,5,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",3,0
27,5,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",1.5,0
28,5,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",9,0
29,5,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",3,0
30,5,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",6.5,0
31,5,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",9,0
32,5,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",1.5,0
33,5,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",6.5,0
34,5,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
35,5,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",3,0
36,5,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
37,5,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",1.5,0
38,5,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
39,5,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
40,5,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",1.5,0
41,5,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",6.5,0
