trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,14,10,G ,B ,0,8,B ,G ,0,"[-1, 0] ",9,0
1,14,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
2,14,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",6.5,0
3,14,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",3,0
4,14,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",3,0
5,14,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",3,0
6,14,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",9,0
7,14,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
8,14,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",6.5,0
9,14,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",6.5,0
10,14,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",3,0
11,14,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
12,14,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",3,0
13,14,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
14,14,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",9,0
15,14,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
16,14,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",9,0
17,14,10,B ,G ,0,14,G ,B ,0,"[1, 0] ",9,0
18,14,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",6.5,0
19,14,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",3,0
20,14,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
21,14,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
22,14,10,B ,G ,0,11,G ,B ,0,"[-1, 0] ",9,0
23,14,10,B ,B ,1,10,G ,G ,1,"[-1, 0] ",6.5,0
24,14,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",1.5,0
25,14,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
26,14,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
27,14,10,G ,B ,0,6,B ,B ,1,"[-1, 0] ",3,0
28,14,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
29,14,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",1.5,0
30,14,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
31,14,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",1.5,0
32,14,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
33,14,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",9,0
34,14,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
35,14,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",9,0
36,14,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
37,14,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",3,0
38,14,10,B ,G ,0,14,G ,B ,0,"[1, 0] ",1.5,0
39,14,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
40,14,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
41,14,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",1.5,0
42,14,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
43,14,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",1.5,0
44,14,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",1.5,0
45,14,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",9,0
46,14,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",9,0
47,14,10,B ,B ,1,14,G ,B ,0,"[1, 0] ",3,0
48,14,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
49,14,10,B ,G ,0,12,G ,B ,0,"[-1, 0] ",6.5,0
50,14,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",6.5,0
