trialnum,subject,answerPos0,answer0,response0,correct0,answerPos1,answer1,response1,correct1,cueSpatialPos,cueEccentricity,timingBlips
0,16,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",9,0
1,16,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",1.5,0
2,16,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",3,0
3,16,10,B ,G ,0,12,G ,G ,1,"[-1, 0] ",3,0
4,16,10,G ,B ,0,6,B ,G ,0,"[-1, 0] ",6.5,0
5,16,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",3,0
6,16,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",1.5,0
7,16,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",9,0
8,16,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",6.5,0
9,16,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",3,0
10,16,10,B ,B ,1,11,G ,G ,1,"[1, 0] ",6.5,0
11,16,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
12,16,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",1.5,0
13,16,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",1.5,0
14,16,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
15,16,10,G ,G ,1,8,B ,B ,1,"[1, 0] ",3,0
16,16,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",1.5,0
17,16,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",9,0
18,16,10,G ,B ,0,8,B ,B ,1,"[-1, 0] ",9,0
19,16,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",9,0
20,16,10,G ,B ,0,6,B ,G ,0,"[1, 0] ",1.5,0
21,16,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",9,0
22,16,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",9,0
23,16,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",9,0
24,16,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",3,0
25,16,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",3,0
26,16,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",1.5,0
27,16,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",9,0
28,16,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",9,0
29,16,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",6.5,0
30,16,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",9,0
31,16,10,G ,B ,0,9,B ,G ,0,"[-1, 0] ",1.5,0
32,16,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",3,0
33,16,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",6.5,0
34,16,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",6.5,0
35,16,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",9,0
36,16,10,B ,B ,1,10,G ,B ,0,"[-1, 0] ",9,0
37,16,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",1.5,0
38,16,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",1.5,0
39,16,10,B ,G ,0,14,G ,G ,1,"[1, 0] ",3,0
40,16,10,G ,B ,0,7,B ,G ,0,"[1, 0] ",6.5,0
41,16,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",9,0
42,16,10,B ,B ,1,11,G ,G ,1,"[-1, 0] ",1.5,0
43,16,10,B ,B ,1,10,G ,G ,1,"[1, 0] ",6.5,0
44,16,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",1.5,0
45,16,10,B ,B ,1,11,G ,B ,0,"[1, 0] ",3,0
46,16,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",9,0
47,16,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",6.5,0
48,16,10,G ,G ,1,9,B ,B ,1,"[-1, 0] ",3,0
49,16,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",1.5,0
50,16,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",3,0
51,16,10,G ,B ,0,8,B ,G ,0,"[1, 0] ",6.5,0
52,16,10,G ,B ,0,9,B ,G ,0,"[1, 0] ",3,0
53,16,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",3,0
54,16,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",1.5,0
55,16,10,G ,G ,1,6,B ,B ,1,"[-1, 0] ",1.5,0
56,16,10,B ,G ,0,14,G ,B ,0,"[-1, 0] ",1.5,0
57,16,10,B ,G ,0,10,G ,B ,0,"[-1, 0] ",3,0
58,16,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",3,0
59,16,10,B ,B ,1,13,G ,G ,1,"[1, 0] ",6.5,0
60,16,10,G ,B ,0,8,B ,G ,0,"[-1, 0] ",6.5,0
61,16,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",6.5,0
62,16,10,B ,B ,1,13,G ,G ,1,"[-1, 0] ",1.5,0
63,16,10,B ,G ,0,13,G ,B ,0,"[1, 0] ",1.5,0
64,16,10,G ,G ,1,9,B ,B ,1,"[1, 0] ",6.5,0
65,16,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",3,0
66,16,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",6.5,0
67,16,10,B ,B ,1,12,G ,G ,1,"[1, 0] ",3,0
68,16,10,B ,B ,1,12,G ,G ,1,"[-1, 0] ",6.5,0
69,16,10,G ,B ,0,7,B ,G ,0,"[-1, 0] ",6.5,0
70,16,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
71,16,10,B ,B ,1,14,G ,G ,1,"[1, 0] ",9,0
72,16,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",9,0
73,16,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",1.5,0
74,16,10,G ,G ,1,8,B ,B ,1,"[-1, 0] ",9,0
75,16,10,B ,G ,0,10,G ,B ,0,"[1, 0] ",6.5,0
76,16,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",9,0
77,16,10,G ,G ,1,7,B ,B ,1,"[1, 0] ",6.5,0
78,16,10,B ,B ,1,14,G ,G ,1,"[-1, 0] ",9,0
79,16,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",6.5,0
80,16,10,B ,G ,0,11,G ,B ,0,"[1, 0] ",3,0
81,16,10,G ,G ,1,6,B ,B ,1,"[1, 0] ",6.5,0
82,16,10,G ,G ,1,7,B ,B ,1,"[-1, 0] ",1.5,0
