Duration,Response,Stimulus condition
1.375,0.9599982570216525,2
0.75,0.7280298080004286,0
1.125,0.8400280550122261,1
1.125,0.9999989990028553,1
1.05,0.6799872959963977,0
1.45,1.0160330930084456,0
1.125,0.6160428319999482,0
0.9,0.7519968330161646,0
1.25,0.8479972629866097,0
0.75,0.5040268919838127,2
1.05,0.6800059280067217,0
0.975,0.687999438989209,0
1.525,1.1920199599990156,1
0.75,0.5359940940106753,2
1.525,1.0397579440032132,2
1.375,1.1519988750224002,0
1.375,1.1039939309994224,0
0.825,0.6319870020088274,1
0.75,0.5360051300085615,0
0.825,0.6399980309943203,0
1.375,0.9040303519868758,0
0.975,0.5199993910209741,0
1.05,0.927998135011876,1
0.9,0.8240321910125203,1
1.525,1.1039984300150536,0
1.45,0.9359987259958871,0
1.375,0.9840384399867617,1
1.05,0.8879966899985448,1
0.825,0.6240001689875498,0
1.525,1.0239950890245382,2
1.25,0.8959786740015261,0
0.9,0.6159996610076632,0
1.25,0.623995100002503,0
1.375,1.0239965729997493,2
1.45,0.9760018259985372,1
0.9,0.8800062049995176,2
0.825,0.8880251009832136,0
1.45,1.0159938389842864,2
1.375,0.7919995920092333,2
0.75,0.5360233430110384,1
0.75,0.6560342519951519,1
1.45,0.9759960430092178,1
1.125,0.9280327779997606,0
1.125,0.9359982919995673,2
1.525,1.0079986370110419,0
1.05,1.0160025559889618,2
1.375,0.8480013340013102,1
0.9,0.7999958389846142,0
1.45,0.6079899259784725,0
1.525,0.7439977769972757,1
1.375,0.9359979570144787,1
0.75,0.8479992439970374,0
1.25,0.6719995559833478,0
1.125,0.7679995150247123,1
0.75,0.7759966290032025,0
0.825,0.42399346199817955,1
0.825,0.5759972410160117,2
0.975,0.6399856510106474,2
1.05,0.6639991110132542,0
0.825,0.8239923129731324,2
1.45,0.752074043994071,0
0.975,0.7919896460080054,1
0.975,0.5679971250065137,1
0.9,0.4879958140081726,0
1.125,0.6400287889991887,0
1.525,0.6639903000032064,1
0.825,0.551987521990668,0
1.25,0.6320339659869205,0
1.525,0.8399933649925515,0
0.9,0.6399906410078984,2
1.125,0.7120277519861702,2
0.975,0.6399959090049379,2
1.05,0.6320361169928219,0
1.25,0.7120057610154618,2
0.975,0.8319903929950669,2
0.9,0.7279996469733305,0
1.25,0.7839979869895615,0
0.825,0.7839940960111562,1
1.05,0.8080278479901608,0
1.45,0.9119904810213484,0
1.25,0.5520294340094551,1
1.375,0.9919988710025791,0
1.25,0.864028676005546,2
0.75,0.6400356259837281,0
1.25,0.927999417996034,1
0.75,0.655995188979432,0
1.525,0.8560016760020517,0
1.45,1.1439970200008247,2
1.125,0.8079918239964172,0
0.9,0.7599879199988209,0
0.975,0.8079978970054071,1
1.525,1.1040012069861405,2
0.825,0.7359995110018644,2
1.05,0.815998384001432,2
0.975,0.767999311996391,0
0.9,0.7760330640012398,1
1.125,0.6879990060115233,2
0.975,0.8560147829994094,0
1.05,0.8479960449913051,0
1.45,0.12799611399532296,0
