Duration,Stimulus_condition,Response
1.25,0,1.47690016
1.525,1,1.332743516
1.05,0,1.051189854
0.975,1,0.884809859
1.375,2,0.949495374
1.375,1,1.293342983
0.75,1,0.463804417
1.375,0,0.911312791
0.75,0,0.525503763
1.05,0,0.782850336
0.9,0,0.808026327
1.375,0,1.010223955
0.825,0,0.847678704
1.05,0,0.834053593
0.825,0,0.742132788
0.75,1,0.451265603
1.525,0,1.23829127
1.125,0,0.857794903
1.45,0,1.103754886
1.125,2,0.931082606
0.9,2,0.893768709
0.75,0,0.540858244
1.25,1,0.875153285
1.45,1,1.037200958
1.45,0,0.906779408
1.525,2,1.204633979
1.525,0,1.313621744
1.125,0,1.009155175
0.975,0,0.827202887
1.525,2,1.188806689
0.9,0,1.038709011
1.25,2,0.917571838
1.25,2,1.039204654
1.125,1,0.946619737
0.75,0,0.453459171
0.9,0,0.63986495
1.25,1,0.971385277
1.45,0,0.982188218
0.9,1,0.955062304
0.975,2,1.046211819
1.05,0,0.912450847
0.975,0,0.597897485
1.45,2,1.258626578
1.45,0,1.231052246
1.125,1,1.376901248
1.375,2,1.275967629
0.75,2,0.705932291
1.125,0,1.152258374
0.9,0,0.807429641
0.9,0,0.831011776
1.25,0,1.104381884
1.375,0,1.057888391
1.25,0,1.32591219
0.75,0,0.810723641
0.975,0,0.681996793
0.975,2,0.814763091
0.975,1,0.841926849
0.975,0,1.042465064
1.45,2,0.983137506
1.375,1,1.035056335
0.825,2,0.489079358
1.45,1,1.1101661
1.05,0,0.912363684
0.825,1,0.573791788
1.525,1,0.913843393
0.75,2,0.614744727
1.25,2,1.119954436
1.375,1,1.0257543
1.375,2,1.151980431
0.75,0,0.839037378
1.05,0,0.830710858
1.25,0,1.077351542
1.05,1,1.169942331
0.975,1,0.694068765
1.525,0,1.238138045
1.375,0,1.050801444
0.9,0,0.863987112
0.825,1,0.635767163
1.05,2,0.889963675
1.05,1,0.954508985
0.9,1,1.036128901
0.9,2,0.785274838
1.525,0,1.244440472
0.825,1,0.547932876
1.125,0,0.899131693
1.45,1,0.883113583
1.125,2,0.963751891
1.05,1,1.00253282
1.375,0,1.21718219
1.525,0,1.1165674
1.125,2,0.903241213
0.75,2,0.613791189
1.05,2,0.982083708
0.9,1,0.768103385
0.975,0,0.895473063
0.825,2,0.834926197
1.45,0,1.016604814
0.75,0,0.98357656
0.825,0,0.925789266
1.45,2,1.142420116
0.825,0,0.98525252
0.75,1,0.626329239
1.525,2,1.136030188
1.125,0,0.871154913
1.125,1,0.909112797
1.25,0,0.99171987
0.975,0,0.931168425
1.45,0,1.026144107
1.05,2,0.93101617
0.825,0,0.596221533
1.25,0,1.104088266
0.9,2,0.585415077
1.375,0,1.098694545
1.25,1,1.045872358
0.825,0,0.710172408
0.975,2,0.714100691
0.825,2,0.851992664
1.525,1,1.126477148
1.525,0,0.85665758
1.125,0,1.003939922
