Duration,Stimulus_condition,Response
0.9,2,0.804966021
1.125,1,0.761381554
1.125,1,0.770287075
1.125,0,0.668137975
0.75,2,0.481748031
1.525,2,0.823673196
1.25,1,0.852285521
1.05,0,0.725630334
0.825,0,0.651114399
0.75,0,0.697122587
0.825,0,0.677007641
0.75,0,0.518224333
1.525,0,0.927615175
1.25,2,0.877249481
1.45,2,0.847341403
1.375,0,0.784450053
1.375,1,0.888840552
0.75,0,0.589171527
0.975,0,0.63877432
0.825,0,0.652772197
0.75,1,0.483633842
1.125,2,0.716277595
1.05,1,0.687155945
0.825,2,0.680907937
1.375,0,0.831816614
1.125,0,0.765079572
1.525,1,1.031543209
1.05,2,0.902760321
0.975,1,0.868734586
1.125,1,0.865938165
1.45,1,0.977673968
0.825,2,0.736997151
1.375,2,0.796265191
1.525,1,0.883432347
0.975,2,0.493031648
0.975,0,0.723893641
0.75,2,0.458753553
1.525,0,0.821017413
0.825,0,0.667575124
1.375,0,0.862012367
1.45,1,0.973927699
0.975,0,0.95320437
0.975,2,0.998264763
0.9,1,0.653992485
0.975,0,0.622230551
1.375,0,0.794047191
0.75,0,0.551510036
1.125,0,0.77989241
1.375,2,0.87005554
1.05,0,0.870493582
1.45,0,1.119400576
0.9,0,0.797052971
1.45,0,1.19430933
1.45,0,1.180167549
1.25,2,1.015810584
1.45,0,1.035716927
1.375,1,1.061248484
1.45,0,1.037241268
0.9,2,0.589039508
1.525,1,0.992024682
0.825,1,0.693773723
1.45,0,1.035435265
1.25,0,0.957275204
1.375,0,1.022390538
1.125,0,0.988262689
1.525,2,1.06434694
0.9,2,0.810198976
0.75,0,0.86378376
0.9,0,0.671769583
1.05,0,0.590627721
1.05,0,0.637304914
1.525,2,0.840049952
1.525,0,0.947379962
0.75,1,0.629601495
1.25,1,1.019654652
1.05,0,0.676731442
1.125,0,0.862908305
0.975,1,0.736425212
0.975,2,0.858723039
1.45,2,0.967485964
0.75,0,0.847859451
0.825,0,0.634918951
0.9,0,0.608606819
1.125,2,0.771246572
1.525,0,1.101812827
0.975,1,0.999882
0.9,0,0.741730477
1.05,0,0.624009845
1.125,2,0.890165788
1.525,0,1.073400753
0.825,1,0.886843917
1.05,1,0.695650014
0.825,0,0.65202701
0.9,0,0.760374869
1.525,0,1.123925157
0.75,2,0.821196364
0.975,0,0.625127592
1.45,1,0.873081139
1.25,0,0.878582891
1.375,2,0.911816655
1.45,2,0.944650901
0.825,2,0.664532174
0.75,1,0.600993067
1.25,0,0.860977257
1.05,1,0.777664445
1.05,2,0.911005935
1.05,2,0.844060635
1.25,0,0.947209177
1.125,0,0.915935168
0.825,1,0.754251403
0.975,0,0.775487563
0.9,1,0.786441513
1.375,0,1.098066408
1.25,0,1.031495966
1.25,2,0.950771446
0.9,1,0.90852309
1.25,0,0.817024087
1.25,1,0.912503995
0.9,0,0.857256923
1.375,1,0.795668115
