Duration,Stimulus_condition,Response
1.45,2,0.761337757
1.05,0,0.978831433
1.525,2,1.056115681
1.375,0,0.902531681
0.75,1,0.82287658
1.125,0,0.842317258
0.825,1,0.704324044
1.45,2,0.883869047
0.825,0,0.701073522
0.75,2,0.689627385
1.25,2,0.882292463
0.825,1,0.719189292
0.975,1,0.899132724
0.9,0,0.901653106
1.525,2,1.109836938
1.45,1,1.239185413
1.375,0,0.971130882
0.975,0,0.877261991
1.25,0,0.748189026
1.125,2,0.864496442
1.45,1,1.143333107
1.375,2,1.257107342
0.75,0,0.529467801
0.75,0,0.530637414
1.45,0,1.162364357
0.9,2,0.600062025
1.05,0,0.872684696
1.525,0,1.157024113
1.05,1,1.238853995
1.375,0,1.049422707
1.25,0,1.076132766
0.9,0,0.729667884
0.975,0,0.889850856
1.125,0,1.083069244
1.05,0,0.863319798
0.75,2,0.579616168
1.375,2,1.197839916
1.05,0,0.879960475
1.05,2,0.954680105
1.05,0,0.88530589
1.45,2,1.017559681
0.975,0,1.055296301
1.25,1,1.00286556
1.125,1,1.177868088
1.525,0,1.369601741
1.375,1,1.31689189
0.9,2,0.73929414
0.825,0,0.736034037
1.05,1,0.769658832
1.375,2,1.153144496
1.125,0,0.894996376
0.975,1,0.907010768
0.9,2,0.923982794
1.05,2,0.783827835
0.75,0,0.716951167
1.25,0,0.863087464
0.825,0,0.546773276
0.975,2,0.911483891
0.975,1,0.967487598
0.825,2,0.782857177
1.125,1,0.70986093
1.25,0,0.962541376
1.375,0,1.348787391
1.125,0,1.033128609
0.9,1,0.909862047
1.525,1,1.271575297
0.75,1,0.750566278
1.25,2,0.735560728
0.825,1,0.707083525
1.525,1,1.029303008
1.125,2,1.031876625
0.825,2,0.837824942
1.25,0,0.935890566
1.45,1,1.312297657
0.9,1,0.996076083
1.525,0,1.163515841
1.525,0,1.300380428
0.75,0,0.869504029
1.525,2,0.966624559
0.75,1,0.874692472
0.975,0,0.792590165
1.25,0,1.13130025
0.975,2,0.898753958
0.75,0,0.710219664
0.825,0,0.735012815
1.525,0,1.223249542
1.05,0,0.895652721
1.45,0,1.255966526
1.375,1,0.921184062
0.975,0,0.767979424
0.825,0,0.760232172
0.9,0,0.686790588
1.125,2,0.941279569
0.9,0,0.823484413
1.375,0,1.140141362
0.9,0,0.898497521
1.05,1,0.846199694
0.975,0,0.844138061
1.375,1,1.080402703
1.125,0,0.908073286
1.125,0,0.918643126
0.825,0,0.786186905
1.45,0,0.873539934
1.525,1,1.117364528
0.75,2,0.577203512
0.975,2,0.646218031
1.375,0,1.046347667
1.25,2,1.293925184
1.45,0,1.244082403
1.25,1,0.832772782
1.05,2,0.911404727
0.9,0,0.611238006
0.75,0,0.847429632
1.525,0,1.113174464
1.25,1,1.022918198
0.825,2,0.916238188
1.45,0,1.208822321
1.45,0,1.217018472
1.125,1,1.107401041
0.9,1,0.828219704
