Duration,Stimulus_condition,Response
1.375,1,0.993756896
1.05,2,1.040637705
1.125,1,1.071323305
0.975,0,0.935680841
1.25,0,1.005830772
0.75,2,0.747136947
1.45,0,1.206080324
1.125,0,1.305626622
0.975,0,0.989092555
1.05,0,0.820902775
0.825,2,0.890818548
0.75,0,0.789607897
0.9,1,0.810073391
1.525,1,1.146921582
1.45,2,1.065867882
0.825,2,1.013578327
1.45,0,0.83813485
0.825,0,0.568340865
1.375,0,0.695763042
1.525,0,0.736725584
1.45,0,1.104914457
1.375,0,1.097348602
1.375,0,1.338068278
0.825,0,0.941223099
0.75,0,0.710277137
1.25,1,1.135907748
0.975,0,1.105749748
1.45,2,1.15943718
1.125,0,0.872349115
1.05,2,1.189765645
1.525,1,0.961791521
1.525,2,1.24875745
1.375,2,1.134285988
0.9,0,0.777851474
0.75,1,1.023959463
0.825,2,0.955663753
0.975,2,0.709192496
1.525,0,1.154130219
1.25,0,0.797116648
1.05,1,0.852232204
1.375,2,1.230358657
1.25,0,1.253497314
1.125,0,0.835357202
0.9,2,0.825645438
1.525,2,1.222872301
1.125,0,0.109934313
0.9,2,0.993290196
0.825,1,0.498678292
1.125,2,0.795599872
0.75,1,1.002271949
0.75,2,0.742970933
1.125,2,1.021870358
0.825,0,0.690472192
1.45,1,1.367695642
0.9,2,0.943929179
0.75,0,0.594241331
0.975,1,0.794880079
1.25,1,1.297601874
1.05,0,0.953240842
1.45,0,1.251943498
0.825,1,1.132585812
0.75,1,0.640517817
0.825,0,0.805132405
1.125,1,0.978200051
0.975,2,1.098425784
1.525,1,1.099805735
1.25,2,1.324046433
1.05,0,0.863892138
0.9,0,0.885945325
0.825,0,0.800121339
0.9,0,0.892922015
1.525,0,1.361436781
1.25,1,1.395811639
1.45,1,1.365836223
1.125,1,1.027154276
1.05,1,1.136332269
1.375,1,0
0.9,0,0.873603364
1.05,2,0.620272072
1.05,0,0.869059289
1.525,0,1.11533978
0.975,0,1.022860712
1.45,2,1.074394338
1.525,0,1.064411509
0.75,0,0.983363305
0.9,1,0.95558523
1.125,0,0.776606939
0.75,2,0.762905094
1.05,0,0.310442434
0.9,0,0.573173138
1.525,0,0.83104973
0.975,0,0.788344519
1.45,0,0.779177567
1.375,0,1.037184416
1.125,2,0.863484957
0.75,0,0.679366009
1.45,0,1.209274009
1.125,0,0.825218339
1.05,0,0.890587177
0.975,1,0.852367431
1.375,2,1.079691335
0.9,0,0.645102034
1.375,0,0.922729213
1.25,0,0.782549797
1.45,1,0.908072644
1.375,0,1.007042647
1.25,0,0.852150097
0.825,0,0.849283616
1.525,2,0.971678904
1.25,2,1.189211166
1.05,1,1.321438761
1.25,2,1.473502284
0.975,1,0.787776659
0.975,0,0.84377183
0.825,1,0.812281965
0.975,2,0.896834166
0.9,1,0.7745374
1.375,1,0.915382629
0.75,0,0.815984263
1.25,0,0.908334253
