Duration,Stimulus_condition,Response
1.375,0,0.895203769
1.375,0,0.936423335
0.825,2,0.631458094
1.525,2,1.037791115
1.05,2,1.131236137
0.825,2,0.511396178
1.45,2,0.739799815
1.45,0,0.769876948
0.975,0,0.742972542
0.975,0,0.607849573
1.05,1,0.783078934
1.45,1,1.021840625
1.45,1,1.053221493
0.9,2,0.796954237
1.125,2,0.831673203
1.375,1,0.958936812
1.45,0,1.100734735
0.975,2,0.784860604
1.125,1,0.814795584
1.25,0,0.965035773
1.125,0,0.925129579
0.825,1,0.86930021
1.25,2,0.869979517
1.25,0,0.971556038
1.525,0,1.044577765
0.975,1,0.799769732
0.975,0,0.655443552
1.05,0,0.808452414
1.05,0,0.740734092
1.45,2,0.74719782
1.525,1,1.257196305
0.975,1,1.169577604
0.75,0,0.475275863
1.525,0,1.030614583
1.125,0,0.91847967
0.75,0,0.813420585
1.375,2,1.015047691
1.25,0,0.807819074
0.75,2,0.50797152
1.375,0,1.088218667
0.75,0,0.510325711
1.525,0,1.043552553
0.9,0,0.968498963
0.825,2,0.698088728
0.75,0,0.506632997
0.825,0,0.582404395
0.825,0,0.702800493
1.45,1,0.992918927
1.25,1,1.21063899
0.75,1,0.822577432
0.825,0,0.694370511
1.375,1,1.013840215
0.975,0,0.844773147
1.125,1,0.674756386
1.25,1,0.902541884
1.25,0,1.011441669
0.75,2,0.640021068
1.25,0,0.948536258
0.825,1,0.775329651
1.05,2,0.86782318
1.25,2,1.013977908
0.9,0,0.984210225
1.375,2,1.072210849
1.05,0,0.900060527
0.75,0,0.542803833
0.75,0,0.476077646
1.525,0,1.126969204
1.525,1,1.351171067
0.9,2,0.799967544
0.825,0,0.584080407
0.9,1,0.841562909
1.375,0,1.00361319
1.45,0,1.134528315
1.05,2,0.94409516
0.9,2,0.77261409
0.9,1,0.768554012
0.9,1,0.833665081
0.975,2,0.827235318
0.825,0,0.776573461
0.975,1,0.626330125
1.05,1,1.134739594
1.525,1,1.182125828
0.975,0,0.687612446
1.125,1,0.873385036
1.125,2,1.025646397
0.75,1,0.679638616
1.05,0,0.87316209
1.125,0,0.924817566
0.9,0,1.010811375
1.25,1,0.944910857
1.05,1,1.008792577
0.9,0,0.774471972
0.75,1,0.55003614
1.45,2,0.975183129
1.125,0,1.108003298
1.45,0,1.270973896
1.525,0,1.439112152
0.9,0,0.70735849
1.375,2,1.348039834
1.375,0,1.022065383
0.825,0,0.832269763
1.25,2,1.065799773
1.125,0,1.10557022
1.25,0,0.825307474
1.375,1,1.158339371
1.05,0,1.052252097
1.45,0,1.166849478
0.9,0,0.880278621
1.375,0,0.840689504
0.975,2,1.082076821
1.05,0,0.738108751
0.975,0,0.909504711
0.825,1,0.689175813
1.125,0,1.032759351
1.45,0,1.278708071
0.75,2,0.652683525
1.525,2,0.921346583
1.125,2,1.169509961
1.525,2,1.155311268
1.525,0,1.115315533
