browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Safari,750,,,986,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,900,,,1023,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,1050,,,1032,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,975,,,1023,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,900,,,1004,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,675,,,1016,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,825,,,1034,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,975,,,961,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,1050,,,1035,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,750,,,1014,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,825,,,958,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,450,,,1034,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,975,,,1000,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,1050,,,1001,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,675,,,1020,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,1050,,,1030,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,825,,,960,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Chrome,1050,,,1041,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,900,,,1038,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,750,,,1039,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,675,,,997,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,825,,,1017,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,450,,,1036,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,1050,,,1048,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,975,,,973,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,750,,,994,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Safari,525,,,1039,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,675,,,997,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,750,,,951,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,900,,,1039,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,825,,,997,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,450,,,951,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,900,,,1048,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,675,,,983,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
