browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Safari,525,,,979,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,825,,,966,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,675,,,1004,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,825,,,1025,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,1050,,,950,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,600,,,989,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,675,,,960,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,600,,,980,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,525,,,969,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,900,,,968,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,600,,,962,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,450,,,1020,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,825,,,994,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,900,,,980,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,675,,,1018,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,450,,,992,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,600,,,988,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,900,,,976,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Chrome,675,,,966,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,825,,,960,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,975,,,1006,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,600,,,1005,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,1050,,,980,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,900,,,1012,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,525,,,1011,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,600,,,1001,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,825,,,1009,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Safari,900,,,1036,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,975,,,985,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,825,,,1000,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,525,,,966,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,975,,,1018,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,675,,,1044,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,525,,,967,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,825,,,991,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,750,,,1038,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Chrome,825,,,1027,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,600,,,953,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
