trialnum	subject	answerPos0	answer0	response0	correct0	answerPos1	answer1	response1	correct1	cueSpatialPos	cueEccentricity	timingBlips
0 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	1.5 	0
1 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[1, 0] 	3 	0
2 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	1.5 	0
3 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	1.5 	0
4 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	9 	0
5 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	6.5 	0
6 	21 	10 	G 	B 	0.0 	7 	B 	G 	0.0 	[-1, 0] 	9 	0
7 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[-1, 0] 	3 	0
8 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	1.5 	0
9 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	9 	0
10 	21 	10 	G 	B 	0.0 	8 	B 	G 	0.0 	[1, 0] 	3 	0
11 	21 	10 	B 	G 	0.0 	13 	G 	B 	0.0 	[-1, 0] 	9 	0
12 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	9 	0
13 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	1.5 	0
14 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	1.5 	0
15 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	9 	0
16 	21 	10 	B 	G 	0.0 	14 	G 	B 	0.0 	[-1, 0] 	1.5 	0
17 	21 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[-1, 0] 	9 	0
18 	21 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[1, 0] 	6.5 	0
19 	21 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[1, 0] 	6.5 	0
20 	21 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	6.5 	0
21 	21 	10 	B 	G 	0.0 	13 	G 	B 	0.0 	[-1, 0] 	6.5 	0
22 	21 	10 	G 	B 	0.0 	7 	B 	G 	0.0 	[-1, 0] 	6.5 	0
23 	21 	10 	B 	G 	0.0 	12 	G 	B 	0.0 	[-1, 0] 	3 	0
24 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	3 	0
25 	21 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[-1, 0] 	3 	0
26 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[-1, 0] 	1.5 	0
27 	21 	10 	B 	G 	0.0 	13 	G 	B 	0.0 	[1, 0] 	6.5 	0
28 	21 	10 	G 	B 	0.0 	7 	B 	G 	0.0 	[-1, 0] 	1.5 	0
29 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	3 	0
30 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	1.5 	0
31 	21 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	1.5 	0
32 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	3 	0
33 	21 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[1, 0] 	1.5 	0
34 	21 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	9 	0
35 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	3 	0
36 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	9 	0
37 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	9 	0
38 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	1.5 	0
39 	21 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	3 	0
40 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	9 	0
41 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	3 	0
42 	21 	10 	B 	G 	0.0 	14 	G 	B 	0.0 	[-1, 0] 	9 	0
43 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	9 	0
44 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	3 	0
45 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	6.5 	0
46 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	3 	0
47 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	6.5 	0
48 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	6.5 	0
49 	21 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	1.5 	0
50 	21 	10 	G 	B 	0.0 	6 	B 	G 	0.0 	[1, 0] 	1.5 	0
51 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	9 	0
52 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[-1, 0] 	6.5 	0
53 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	6.5 	0
54 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	9 	0
55 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	1.5 	0
56 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	6.5 	0
57 	21 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[1, 0] 	9 	0
58 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	3 	0
59 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	9 	0
60 	21 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[-1, 0] 	6.5 	0
61 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	3 	0
62 	21 	10 	G 	B 	0.0 	8 	B 	G 	0.0 	[1, 0] 	6.5 	0
63 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	6.5 	0
64 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	1.5 	0
65 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	3 	3
66 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	6.5 	0
67 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	3 	0
68 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	3 	0
69 	21 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	9 	0
70 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	1.5 	0
71 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	6.5 	0
72 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	3 	0
73 	21 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[-1, 0] 	1.5 	0
74 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[1, 0] 	1.5 	0
75 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	1.5 	0
76 	21 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[1, 0] 	9 	0
77 	21 	10 	B 	B 	1.0 	11 	G 	G 	1.0 	[-1, 0] 	6.5 	0
78 	21 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[1, 0] 	9 	0
79 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	6.5 	0
80 	21 	10 	G 	B 	0.0 	8 	B 	G 	0.0 	[1, 0] 	1.5 	0
81 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[1, 0] 	1.5 	0
82 	21 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[1, 0] 	6.5 	0
83 	21 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	9 	0
84 	21 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[1, 0] 	9 	0
85 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	3 	0
86 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	3 	0
87 	21 	10 	B 	G 	0.0 	14 	G 	B 	0.0 	[1, 0] 	6.5 	0
88 	21 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[-1, 0] 	9 	0
89 	21 	10 	G 	B 	0.0 	8 	B 	G 	0.0 	[-1, 0] 	3 	0
90 	21 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	9 	0
91 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	1.5 	0
92 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	3 	0
93 	21 	10 	G 	B 	0.0 	6 	B 	G 	0.0 	[1, 0] 	3 	0
94 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	9 	0
95 	21 	10 	B 	G 	0.0 	13 	G 	B 	0.0 	[1, 0] 	1.5 	0
96 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[-1, 0] 	3 	0
97 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	3 	0
98 	21 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[-1, 0] 	6.5 	0
99 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	3 	0
100 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	1.5 	0
101 	21 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	9 	0
102 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	9 	0
103 	21 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	1.5 	0
104 	21 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	6.5 	0
105 	21 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	6.5 	0
106 	21 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[-1, 0] 	9 	0
107 	21 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	9 	0
