trialnum	subject	answerPos0	answer0	response0	correct0	answerPos1	answer1	response1	correct1	cueSpatialPos	cueEccentricity	timingBlips
0 	10 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[-1, 0] 	3 	0
1 	10 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	1.5 	0
2 	10 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	3 	0
3 	10 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	1.5 	0
4 	10 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[1, 0] 	3 	0
5 	10 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[1, 0] 	9 	0
6 	10 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	9 	0
7 	10 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	1.5 	0
8 	10 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	3 	0
9 	10 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[-1, 0] 	9 	0
10 	10 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[-1, 0] 	6.5 	0
11 	10 	10 	B 	G 	0.0 	13 	G 	B 	0.0 	[-1, 0] 	9 	0
12 	10 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[1, 0] 	6.5 	0
13 	10 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[-1, 0] 	9 	0
14 	10 	10 	B 	B 	1.0 	12 	G 	G 	1.0 	[-1, 0] 	1.5 	0
15 	10 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[-1, 0] 	6.5 	0
16 	10 	10 	G 	B 	0.0 	9 	B 	G 	0.0 	[-1, 0] 	6.5 	0
17 	10 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[-1, 0] 	6.5 	0
18 	10 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[1, 0] 	3 	0
19 	10 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	3 	0
20 	10 	10 	B 	G 	0.0 	13 	G 	B 	0.0 	[1, 0] 	9 	0
21 	10 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	9 	0
22 	10 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[-1, 0] 	1.5 	0
23 	10 	10 	B 	G 	0.0 	14 	G 	B 	0.0 	[-1, 0] 	9 	0
24 	10 	10 	B 	B 	1.0 	13 	G 	G 	1.0 	[1, 0] 	3 	0
25 	10 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[1, 0] 	9 	0
26 	10 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	6.5 	0
27 	10 	10 	B 	G 	0.0 	10 	G 	B 	0.0 	[1, 0] 	1.5 	0
28 	10 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	6.5 	0
29 	10 	10 	B 	G 	0.0 	13 	G 	B 	0.0 	[1, 0] 	6.5 	0
30 	10 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	3 	0
31 	10 	10 	B 	B 	1.0 	10 	G 	G 	1.0 	[-1, 0] 	1.5 	0
32 	10 	10 	G 	G 	1.0 	9 	B 	B 	1.0 	[-1, 0] 	9 	0
33 	10 	10 	B 	G 	0.0 	14 	G 	B 	0.0 	[1, 0] 	6.5 	0
34 	10 	10 	G 	B 	0.0 	8 	B 	G 	0.0 	[-1, 0] 	6.5 	0
35 	10 	10 	G 	G 	1.0 	8 	B 	B 	1.0 	[-1, 0] 	1.5 	0
36 	10 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[-1, 0] 	3 	0
37 	10 	10 	G 	G 	1.0 	6 	B 	B 	1.0 	[1, 0] 	9 	0
38 	10 	10 	G 	G 	1.0 	7 	B 	B 	1.0 	[1, 0] 	9 	0
39 	10 	10 	G 	B 	0.0 	7 	B 	G 	0.0 	[1, 0] 	1.5 	0
40 	10 	10 	B 	B 	1.0 	14 	G 	G 	1.0 	[-1, 0] 	1.5 	0
41 	10 	10 	B 	G 	0.0 	11 	G 	B 	0.0 	[1, 0] 	9 	0
