experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,15 , T1 , 0.0 ,14 ,G ,O ,0.0 ,-12.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,15 , T1 , 0.0 ,22 ,Y ,C ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,15 , T1 , 0.0 ,22 ,O ,W ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,15 , T1 , 0.0 ,22 ,Y ,H ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,15 , T1 , 0.0 ,10 ,O ,W ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,15 , T1 , 0.0 ,6 ,R ,R ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,15 , T1 , 0.0 ,22 ,Z ,L ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,15 , T1 , 0.0 ,14 ,Q ,E ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,8 ,15 , T1 , 0.0 ,18 ,B ,J ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,15 , T1 , 0.0 ,22 ,T ,T ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,15 , T1 , 0.0 ,10 ,L ,P ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,15 , T1 , 0.0 ,10 ,S ,G ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,15 , T1 , 0.0 ,14 ,Y ,Y ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,15 , T1 , 0.0 ,18 ,E ,Q ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,15 , T1 , 0.0 ,22 ,C ,C ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,15 , T1 , 0.0 ,6 ,P ,B ,0.0 ,1.0 ,"[1, 0] ",3.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,15 , T1 , 0.0 ,18 ,I ,G ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,17 ,15 , T1 , 0.0 ,22 ,J ,L ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,18 ,15 , T1 , 0.0 ,6 ,O ,V ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,19 ,15 , T1 , 0.0 ,6 ,S ,T ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,20 ,15 , T1 , 0.0 ,18 ,Q ,Q ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,21 ,15 , T1 , 0.0 ,18 ,A ,G ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,22 ,15 , T1 , 0.0 ,18 ,G ,K ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,23 ,15 , T1 , 0.0 ,6 ,O ,W ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
