experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,8 , T1 , 0.0 ,10 ,H ,K ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,8 , T1 , 0.0 ,6 ,N ,B ,0.0 ,4.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,8 , T1 , 0.0 ,10 ,T ,T ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,8 , T1 , 0.0 ,18 ,G ,G ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,8 , T1 , 0.0 ,18 ,F ,F ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,8 , T1 , 0.0 ,22 ,K ,K ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,8 , T1 , 0.0 ,18 ,X ,N ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,8 , T1 , 0.0 ,10 ,G ,G ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,8 ,8 , T1 , 0.0 ,22 ,K ,K ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,8 , T1 , 0.0 ,10 ,L ,U ,0.0 ,-5.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,8 , T1 , 0.0 ,22 ,Y ,M ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,8 , T1 , 0.0 ,18 ,F ,F ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,8 , T1 , 0.0 ,18 ,T ,J ,0.0 ,5.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,8 , T1 , 0.0 ,22 ,U ,W ,0.0 ,-1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,8 , T1 , 0.0 ,22 ,B ,B ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,8 , T1 , 0.0 ,18 ,E ,Z ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,8 , T1 , 0.0 ,22 ,H ,Z ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,17 ,8 , T1 , 0.0 ,18 ,D ,H ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,18 ,8 , T1 , 0.0 ,10 ,V ,M ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,19 ,8 , T1 , 0.0 ,18 ,Z ,G ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,20 ,8 , T1 , 0.0 ,6 ,L ,B ,0.0 ,4.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,21 ,8 , T1 , 0.0 ,10 ,P ,O ,0.0 ,-3.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,22 ,8 , T1 , 0.0 ,18 ,E ,M ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,23 ,8 , T1 , 0.0 ,6 ,E ,S ,0.0 ,-4.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,24 ,8 , T1 , 0.0 ,18 ,T ,T ,1.0 ,0.0 ,"[1, 0] ",3.0 ,1
RSVP_central_cue_between_letter_presentation ,25 ,8 , T1 , 0.0 ,22 ,Q ,B ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,26 ,8 , T1 , 0.0 ,14 ,W ,S ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,27 ,8 , T1 , 0.0 ,22 ,G ,K ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,28 ,8 , T1 , 0.0 ,10 ,E ,E ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,29 ,8 , T1 , 0.0 ,18 ,D ,D ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,30 ,8 , T1 , 0.0 ,10 ,P ,P ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,31 ,8 , T1 , 0.0 ,6 ,L ,F ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,32 ,8 , T1 , 0.0 ,22 ,W ,W ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
