experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,4 , T1 , 0.0 ,18 ,S ,D ,0.0 ,-11.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,4 , T1 , 0.0 ,6 ,Q ,Q ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,4 , T1 , 0.0 ,14 ,B ,W ,0.0 ,4.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,4 , T1 , 0.0 ,10 ,V ,R ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,4 , T1 , 0.0 ,22 ,H ,E ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,4 , T1 , 0.0 ,18 ,H ,S ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,4 , T1 , 0.0 ,18 ,E ,S ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,4 , T1 , 0.0 ,18 ,T ,J ,0.0 ,-1.0 ,"[1, 0] ",3.0 ,1
RSVP_central_cue_between_letter_presentation ,8 ,4 , T1 , 0.0 ,22 ,R ,R ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,4 , T1 , 0.0 ,18 ,D ,D ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,4 , T1 , 0.0 ,18 ,Y ,Y ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,4 , T1 , 0.0 ,22 ,Q ,Q ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,4 , T1 , 0.0 ,10 ,S ,R ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,4 , T1 , 0.0 ,14 ,O ,C ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,4 , T1 , 0.0 ,22 ,J ,J ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,4 , T1 , 0.0 ,14 ,T ,S ,0.0 ,4.0 ,"[-1, 0] ",10.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,4 , T1 , 0.0 ,6 ,G ,T ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,17 ,4 , T1 , 0.0 ,6 ,I ,M ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,18 ,4 , T1 , 0.0 ,22 ,W ,W ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,19 ,4 , T1 , 0.0 ,10 ,V ,E ,0.0 ,8.0 ,"[1, 0] ",10.0 ,0
