experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,3 , T1 , 0.0 ,6 ,Q ,Y ,0.0 ,4.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,3 , T1 , 0.0 ,22 ,W ,A ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,3 , T1 , 0.0 ,10 ,A ,D ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,3 , T1 , 0.0 ,10 ,P ,Y ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,3 , T1 , 0.0 ,10 ,B ,R ,0.0 ,14.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,3 , T1 , 0.0 ,14 ,Q ,R ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,3 , T1 , 0.0 ,14 ,U ,Q ,0.0 ,3.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,3 , T1 , 0.0 ,6 ,H ,B ,0.0 ,3.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,8 ,3 , T1 , 0.0 ,22 ,Y ,W ,0.0 ,-1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,3 , T1 , 0.0 ,6 ,T ,D ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,3 , T1 , 0.0 ,22 ,L ,P ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,3 , T1 , 0.0 ,6 ,W ,F ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,3 , T1 , 0.0 ,14 ,M ,Q ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,3 , T1 , 0.0 ,14 ,E ,C ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,3 , T1 , 0.0 ,22 ,F ,W ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,3 , T1 , 0.0 ,14 ,B ,B ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,3 , T1 , 0.0 ,22 ,R ,A ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,17 ,3 , T1 , 0.0 ,22 ,B ,B ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,18 ,3 , T1 , 0.0 ,10 ,C ,P ,0.0 ,-9.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,19 ,3 , T1 , 0.0 ,6 ,H ,S ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,20 ,3 , T1 , 0.0 ,14 ,H ,W ,0.0 ,-1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,21 ,3 , T1 , 0.0 ,6 ,K ,D ,0.0 ,-5.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,22 ,3 , T1 , 0.0 ,22 ,D ,S ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,23 ,3 , T1 , 0.0 ,10 ,Z ,N ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,24 ,3 , T1 , 0.0 ,14 ,E ,F ,0.0 ,8.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,25 ,3 , T1 , 0.0 ,18 ,H ,M ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,26 ,3 , T1 , 0.0 ,18 ,V ,V ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,27 ,3 , T1 , 0.0 ,10 ,H ,A ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,28 ,3 , T1 , 0.0 ,18 ,Y ,Y ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,29 ,3 , T1 , 0.0 ,10 ,R ,B ,0.0 ,-3.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,30 ,3 , T1 , 0.0 ,14 ,O ,P ,0.0 ,6.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,31 ,3 , T1 , 0.0 ,22 ,I ,G ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,32 ,3 , T1 , 0.0 ,10 ,B ,A ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,33 ,3 , T1 , 0.0 ,18 ,L ,L ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,34 ,3 , T1 , 0.0 ,10 ,Y ,S ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,35 ,3 , T1 , 0.0 ,6 ,H ,B ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,36 ,3 , T1 , 0.0 ,10 ,C ,C ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,37 ,3 , T1 , 0.0 ,6 ,O ,H ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,38 ,3 , T1 , 0.0 ,18 ,E ,E ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,39 ,3 , T1 , 0.0 ,14 ,K ,K ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,40 ,3 , T1 , 0.0 ,22 ,P ,S ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,41 ,3 , T1 , 0.0 ,22 ,H ,H ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,42 ,3 , T1 , 0.0 ,14 ,A ,A ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,43 ,3 , T1 , 0.0 ,18 ,U ,B ,0.0 ,4.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,44 ,3 , T1 , 0.0 ,22 ,Y ,Y ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,45 ,3 , T1 , 0.0 ,10 ,B ,B ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,46 ,3 , T1 , 0.0 ,14 ,W ,Y ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,47 ,3 , T1 , 0.0 ,10 ,R ,J ,0.0 ,-1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,48 ,3 , T1 , 0.0 ,14 ,I ,R ,0.0 ,-1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,49 ,3 , T1 , 0.0 ,18 ,S ,S ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,50 ,3 , T1 , 0.0 ,6 ,K ,D ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,51 ,3 , T1 , 0.0 ,14 ,V ,V ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,52 ,3 , T1 , 0.0 ,6 ,W ,H ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,53 ,3 , T1 , 0.0 ,10 ,Z ,Z ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,54 ,3 , T1 , 0.0 ,14 ,C ,K ,0.0 ,-1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,55 ,3 , T1 , 0.0 ,10 ,N ,K ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,56 ,3 , T1 , 0.0 ,22 ,C ,R ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,57 ,3 , T1 , 0.0 ,6 ,C ,W ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,58 ,3 , T1 , 0.0 ,22 ,X ,X ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,59 ,3 , T1 , 0.0 ,18 ,W ,W ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,60 ,3 , T1 , 0.0 ,18 ,N ,R ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
