experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,12 , T1 , 0.0 ,6 ,T ,O ,0.0 ,17.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,12 , T1 , 0.0 ,18 ,G ,Z ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,12 , T1 , 0.0 ,14 ,M ,D ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,12 , T1 , 0.0 ,18 ,U ,P ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,12 , T1 , 0.0 ,18 ,A ,Q ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,12 , T1 , 0.0 ,10 ,K ,S ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,12 , T1 , 0.0 ,22 ,E ,D ,0.0 ,-2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,12 , T1 , 0.0 ,18 ,O ,U ,0.0 ,3.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,8 ,12 , T1 , 0.0 ,22 ,A ,C ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,12 , T1 , 0.0 ,14 ,Q ,D ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,12 , T1 , 0.0 ,22 ,L ,F ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,12 , T1 , 0.0 ,18 ,M ,S ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,12 , T1 , 0.0 ,22 ,I ,S ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,12 , T1 , 0.0 ,6 ,P ,W ,0.0 ,-4.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,12 , T1 , 0.0 ,10 ,S ,R ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,12 , T1 , 0.0 ,10 ,A ,D ,0.0 ,2.0 ,"[1, 0] ",3.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,12 , T1 , 0.0 ,18 ,C ,C ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
