experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,14 , T1 , 0.0 ,18 ,Q ,S ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,14 , T1 , 0.0 ,6 ,N ,K ,0.0 ,3.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,14 , T1 , 0.0 ,22 ,Y ,D ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,14 , T1 , 0.0 ,22 ,V ,G ,0.0 ,-2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,14 , T1 , 0.0 ,22 ,N ,C ,0.0 ,3.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,14 , T1 , 0.0 ,22 ,Y ,T ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,14 , T1 , 0.0 ,10 ,E ,F ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,14 , T1 , 0.0 ,14 ,S ,S ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,8 ,14 , T1 , 0.0 ,18 ,A ,G ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,14 , T1 , 0.0 ,18 ,J ,H ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,14 , T1 , 0.0 ,18 ,B ,B ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,14 , T1 , 0.0 ,6 ,V ,D ,0.0 ,3.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,14 , T1 , 0.0 ,14 ,E ,F ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,14 , T1 , 0.0 ,6 ,M ,Y ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,14 , T1 , 0.0 ,14 ,C ,C ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,14 , T1 , 0.0 ,14 ,L ,J ,0.0 ,1.0 ,"[1, 0] ",10.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,14 , T1 , 0.0 ,6 ,P ,S ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,17 ,14 , T1 , 0.0 ,22 ,O ,T ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,18 ,14 , T1 , 0.0 ,22 ,C ,Y ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,19 ,14 , T1 , 0.0 ,14 ,O ,S ,0.0 ,3.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,20 ,14 , T1 , 0.0 ,10 ,P ,J ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,21 ,14 , T1 , 0.0 ,14 ,O ,Q ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,22 ,14 , T1 , 0.0 ,18 ,R ,R ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,23 ,14 , T1 , 0.0 ,18 ,Y ,Y ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,24 ,14 , T1 , 0.0 ,22 ,J ,R ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,25 ,14 , T1 , 0.0 ,14 ,S ,F ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,26 ,14 , T1 , 0.0 ,14 ,N ,N ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,27 ,14 , T1 , 0.0 ,14 ,A ,A ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,28 ,14 , T1 , 0.0 ,6 ,X ,F ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,29 ,14 , T1 , 0.0 ,22 ,O ,S ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,30 ,14 , T1 , 0.0 ,6 ,Y ,F ,0.0 ,-1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,31 ,14 , T1 , 0.0 ,10 ,B ,G ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,32 ,14 , T1 , 0.0 ,10 ,H ,O ,0.0 ,-2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,33 ,14 , T1 , 0.0 ,22 ,P ,P ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,34 ,14 , T1 , 0.0 ,14 ,O ,G ,0.0 ,4.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,35 ,14 , T1 , 0.0 ,14 ,U ,U ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,36 ,14 , T1 , 0.0 ,18 ,G ,G ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,37 ,14 , T1 , 0.0 ,14 ,V ,X ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,38 ,14 , T1 , 0.0 ,22 ,W ,D ,0.0 ,3.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,39 ,14 , T1 , 0.0 ,10 ,I ,Y ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,40 ,14 , T1 , 0.0 ,10 ,J ,J ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,41 ,14 , T1 , 0.0 ,18 ,I ,S ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,42 ,14 , T1 , 0.0 ,10 ,G ,G ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,43 ,14 , T1 , 0.0 ,6 ,F ,L ,0.0 ,-2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,44 ,14 , T1 , 0.0 ,18 ,X ,F ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,45 ,14 , T1 , 0.0 ,14 ,V ,C ,0.0 ,-1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,46 ,14 , T1 , 0.0 ,14 ,S ,S ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,47 ,14 , T1 , 0.0 ,14 ,E ,E ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,48 ,14 , T1 , 0.0 ,22 ,Y ,Y ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,49 ,14 , T1 , 0.0 ,18 ,B ,V ,0.0 ,-7.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,50 ,14 , T1 , 0.0 ,22 ,K ,K ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,51 ,14 , T1 , 0.0 ,14 ,A ,J ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,52 ,14 , T1 , 0.0 ,14 ,W ,A ,0.0 ,3.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,53 ,14 , T1 , 0.0 ,6 ,K ,M ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,54 ,14 , T1 , 0.0 ,18 ,U ,E ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,55 ,14 , T1 , 0.0 ,22 ,T ,A ,0.0 ,3.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,56 ,14 , T1 , 0.0 ,6 ,D ,B ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,57 ,14 , T1 , 0.0 ,10 ,I ,C ,0.0 ,-1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,58 ,14 , T1 , 0.0 ,18 ,E ,E ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,59 ,14 , T1 , 0.0 ,6 ,Q ,S ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,60 ,14 , T1 , 0.0 ,18 ,A ,A ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,61 ,14 , T1 , 0.0 ,18 ,H ,H ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,62 ,14 , T1 , 0.0 ,10 ,U ,F ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,63 ,14 , T1 , 0.0 ,6 ,O ,X ,0.0 ,-1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,64 ,14 , T1 , 0.0 ,10 ,K ,T ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,1
RSVP_central_cue_between_letter_presentation ,65 ,14 , T1 , 0.0 ,22 ,I ,S ,0.0 ,-2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,66 ,14 , T1 , 0.0 ,22 ,N ,S ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,67 ,14 , T1 , 0.0 ,14 ,A ,U ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,68 ,14 , T1 , 0.0 ,18 ,I ,K ,0.0 ,3.0 ,"[1, 0] ",10.0 ,1
RSVP_central_cue_between_letter_presentation ,69 ,14 , T1 , 0.0 ,10 ,C ,C ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,70 ,14 , T1 , 0.0 ,22 ,L ,L ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,71 ,14 , T1 , 0.0 ,18 ,H ,Q ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,72 ,14 , T1 , 0.0 ,6 ,S ,W ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,73 ,14 , T1 , 0.0 ,18 ,R ,S ,0.0 ,-1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,74 ,14 , T1 , 0.0 ,10 ,S ,L ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,75 ,14 , T1 , 0.0 ,10 ,K ,K ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,76 ,14 , T1 , 0.0 ,18 ,X ,X ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,77 ,14 , T1 , 0.0 ,18 ,H ,K ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,78 ,14 , T1 , 0.0 ,22 ,Y ,D ,0.0 ,-2.0 ,"[1, 0] ",10.0 ,1
RSVP_central_cue_between_letter_presentation ,79 ,14 , T1 , 0.0 ,22 ,V ,G ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,80 ,14 , T1 , 0.0 ,14 ,G ,G ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,81 ,14 , T1 , 0.0 ,18 ,D ,M ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,82 ,14 , T1 , 0.0 ,6 ,G ,Y ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,83 ,14 , T1 , 0.0 ,6 ,P ,P ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,84 ,14 , T1 , 0.0 ,14 ,D ,D ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,85 ,14 , T1 , 0.0 ,18 ,W ,W ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,86 ,14 , T1 , 0.0 ,22 ,R ,D ,0.0 ,-4.0 ,"[1, 0] ",10.0 ,0
