experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	ltrSpatialPos1	ltrEccentricity1	timingBlips
RSVP_central_cue_between_letter_presentation 	0 	Adi 	 T1 	 0 	14 	F 	F 	1.0 	0.0 	[-1, 0] 	3.0 	1
RSVP_central_cue_between_letter_presentation 	1 	Adi 	 T1 	 0 	22 	S 	S 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	2 	Adi 	 T1 	 0 	22 	E 	C 	0.0 	-1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	3 	Adi 	 T1 	 0 	22 	V 	W 	0.0 	-4.0 	[-1, 0] 	10.0 	2
RSVP_central_cue_between_letter_presentation 	4 	Adi 	 T1 	 0 	10 	T 	J 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	5 	Adi 	 T1 	 0 	22 	Q 	Z 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	6 	Adi 	 T1 	 0 	14 	Y 	B 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	7 	Adi 	 T1 	 0 	14 	I 	U 	0.0 	2.0 	[-1, 0] 	3.0 	1
