experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	ltrSpatialPos1	ltrEccentricity1	timingBlips
RSVP_central_cue_between_letter_presentation 	0 	13 	 T1 	 0.0 	14 	D 	D 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	1 	13 	 T1 	 0.0 	14 	E 	E 	1.0 	0.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	2 	13 	 T1 	 0.0 	14 	W 	W 	1.0 	0.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	3 	13 	 T1 	 0.0 	14 	C 	Y 	0.0 	2.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	4 	13 	 T1 	 0.0 	6 	K 	X 	0.0 	-2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	5 	13 	 T1 	 0.0 	18 	F 	F 	1.0 	0.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	6 	13 	 T1 	 0.0 	22 	Z 	W 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	7 	13 	 T1 	 0.0 	18 	X 	S 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	8 	13 	 T1 	 0.0 	14 	A 	D 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	9 	13 	 T1 	 0.0 	22 	Y 	G 	0.0 	3.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	10 	13 	 T1 	 0.0 	6 	V 	B 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	11 	13 	 T1 	 0.0 	10 	T 	R 	0.0 	10.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	12 	13 	 T1 	 0.0 	22 	F 	C 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	13 	13 	 T1 	 0.0 	6 	D 	M 	0.0 	3.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	14 	13 	 T1 	 0.0 	10 	X 	C 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	15 	13 	 T1 	 0.0 	18 	M 	J 	0.0 	2.0 	[1, 0] 	10.0 	1
RSVP_central_cue_between_letter_presentation 	16 	13 	 T1 	 0.0 	14 	I 	Y 	0.0 	5.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	17 	13 	 T1 	 0.0 	22 	Q 	Y 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	18 	13 	 T1 	 0.0 	18 	O 	X 	0.0 	-1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	19 	13 	 T1 	 0.0 	22 	X 	Z 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	20 	13 	 T1 	 0.0 	6 	O 	C 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	21 	13 	 T1 	 0.0 	18 	H 	B 	0.0 	-1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	22 	13 	 T1 	 0.0 	6 	A 	S 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	23 	13 	 T1 	 0.0 	10 	X 	F 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	24 	13 	 T1 	 0.0 	22 	Y 	H 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	25 	13 	 T1 	 0.0 	14 	M 	P 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	26 	13 	 T1 	 0.0 	22 	Z 	H 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	27 	13 	 T1 	 0.0 	22 	V 	V 	1.0 	0.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	28 	13 	 T1 	 0.0 	18 	N 	O 	0.0 	3.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	29 	13 	 T1 	 0.0 	18 	X 	L 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	30 	13 	 T1 	 0.0 	14 	O 	D 	0.0 	2.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	31 	13 	 T1 	 0.0 	10 	W 	M 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	32 	13 	 T1 	 0.0 	6 	Z 	A 	0.0 	5.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	33 	13 	 T1 	 0.0 	10 	B 	P 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	34 	13 	 T1 	 0.0 	18 	U 	M 	0.0 	-1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	35 	13 	 T1 	 0.0 	22 	K 	S 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	36 	13 	 T1 	 0.0 	6 	V 	T 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	37 	13 	 T1 	 0.0 	10 	M 	W 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	38 	13 	 T1 	 0.0 	14 	D 	S 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	39 	13 	 T1 	 0.0 	10 	B 	S 	0.0 	2.0 	[-1, 0] 	3.0 	0
