experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,5 , T1 , 0.0 ,18 ,A ,G ,0.0 ,-5.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,5 , T1 , 0.0 ,10 ,J ,F ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,5 , T1 , 0.0 ,14 ,I ,K ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,5 , T1 , 0.0 ,22 ,T ,I ,0.0 ,2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,5 , T1 , 0.0 ,14 ,J ,G ,0.0 ,-2.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,5 , T1 , 0.0 ,18 ,E ,R ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,5 , T1 , 0.0 ,14 ,Z ,X ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,5 , T1 , 0.0 ,14 ,P ,P ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,8 ,5 , T1 , 0.0 ,18 ,S ,S ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,5 , T1 , 0.0 ,6 ,M ,M ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,5 , T1 , 0.0 ,14 ,Q ,P ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,5 , T1 , 0.0 ,6 ,U ,W ,0.0 ,-1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,5 , T1 , 0.0 ,22 ,Q ,G ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,5 , T1 , 0.0 ,14 ,A ,W ,0.0 ,-1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,5 , T1 , 0.0 ,22 ,W ,E ,0.0 ,-9.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,5 , T1 , 0.0 ,22 ,P ,P ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,5 , T1 , 0.0 ,10 ,K ,W ,0.0 ,3.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,17 ,5 , T1 , 0.0 ,22 ,O ,F ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,18 ,5 , T1 , 0.0 ,18 ,P ,P ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,19 ,5 , T1 , 0.0 ,10 ,E ,Z ,0.0 ,3.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,20 ,5 , T1 , 0.0 ,10 ,C ,W ,0.0 ,-1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,21 ,5 , T1 , 0.0 ,22 ,C ,X ,0.0 ,3.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,22 ,5 , T1 , 0.0 ,18 ,D ,D ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,23 ,5 , T1 , 0.0 ,22 ,Q ,H ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,24 ,5 , T1 , 0.0 ,10 ,K ,W ,0.0 ,3.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,25 ,5 , T1 , 0.0 ,18 ,E ,E ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,26 ,5 , T1 , 0.0 ,14 ,J ,F ,0.0 ,3.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,27 ,5 , T1 , 0.0 ,10 ,M ,S ,0.0 ,3.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,28 ,5 , T1 , 0.0 ,10 ,G ,Q ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,29 ,5 , T1 , 0.0 ,6 ,T ,S ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,30 ,5 , T1 , 0.0 ,10 ,Q ,D ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,31 ,5 , T1 , 0.0 ,10 ,M ,M ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,32 ,5 , T1 , 0.0 ,6 ,V ,P ,0.0 ,4.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,33 ,5 , T1 , 0.0 ,6 ,G ,Z ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,34 ,5 , T1 , 0.0 ,14 ,X ,I ,0.0 ,-7.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,35 ,5 , T1 , 0.0 ,18 ,J ,D ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,36 ,5 , T1 , 0.0 ,18 ,O ,A ,0.0 ,7.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,37 ,5 , T1 , 0.0 ,22 ,I ,I ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
