experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,ltrSpatialPos1,ltrEccentricity1,timingBlips
RSVP_central_cue_between_letter_presentation ,0 ,2 , T1 , 0.0 ,18 ,Z ,E ,0.0 ,4.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,1 ,2 , T1 , 0.0 ,14 ,T ,G ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,2 ,2 , T1 , 0.0 ,10 ,R ,R ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,3 ,2 , T1 , 0.0 ,6 ,Z ,W ,0.0 ,9.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,4 ,2 , T1 , 0.0 ,6 ,P ,Z ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,5 ,2 , T1 , 0.0 ,6 ,S ,E ,0.0 ,15.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,6 ,2 , T1 , 0.0 ,22 ,I ,B ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,7 ,2 , T1 , 0.0 ,10 ,Y ,G ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,8 ,2 , T1 , 0.0 ,10 ,T ,T ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,9 ,2 , T1 , 0.0 ,6 ,C ,V ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,10 ,2 , T1 , 0.0 ,18 ,D ,Q ,0.0 ,-5.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,11 ,2 , T1 , 0.0 ,22 ,J ,J ,1.0 ,0.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,12 ,2 , T1 , 0.0 ,22 ,W ,J ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,13 ,2 , T1 , 0.0 ,10 ,F ,J ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,14 ,2 , T1 , 0.0 ,14 ,F ,Q ,0.0 ,-2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,15 ,2 , T1 , 0.0 ,6 ,C ,J ,0.0 ,4.0 ,"[-1, 0] ",3.0 ,1
RSVP_central_cue_between_letter_presentation ,16 ,2 , T1 , 0.0 ,22 ,S ,S ,1.0 ,0.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,17 ,2 , T1 , 0.0 ,6 ,F ,E ,0.0 ,2.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,18 ,2 , T1 , 0.0 ,14 ,K ,Q ,0.0 ,-6.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,19 ,2 , T1 , 0.0 ,6 ,R ,P ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,20 ,2 , T1 , 0.0 ,18 ,G ,A ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,21 ,2 , T1 , 0.0 ,6 ,M ,A ,0.0 ,2.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,22 ,2 , T1 , 0.0 ,14 ,P ,P ,1.0 ,0.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,23 ,2 , T1 , 0.0 ,14 ,R ,S ,0.0 ,2.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,24 ,2 , T1 , 0.0 ,22 ,V ,G ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,25 ,2 , T1 , 0.0 ,18 ,D ,G ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,26 ,2 , T1 , 0.0 ,6 ,H ,K ,0.0 ,1.0 ,"[-1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,27 ,2 , T1 , 0.0 ,18 ,A ,J ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,28 ,2 , T1 , 0.0 ,18 ,U ,I ,0.0 ,1.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,29 ,2 , T1 , 0.0 ,6 ,X ,S ,0.0 ,1.0 ,"[1, 0] ",10.0 ,0
RSVP_central_cue_between_letter_presentation ,30 ,2 , T1 , 0.0 ,14 ,V ,K ,0.0 ,1.0 ,"[1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,31 ,2 , T1 , 0.0 ,22 ,J ,J ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,32 ,2 , T1 , 0.0 ,22 ,P ,P ,1.0 ,0.0 ,"[-1, 0] ",3.0 ,0
RSVP_central_cue_between_letter_presentation ,33 ,2 , T1 , 0.0 ,14 ,Z ,K ,0.0 ,-3.0 ,"[1, 0] ",3.0 ,0
