experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	ltrSpatialPos1	ltrEccentricity1	timingBlips
RSVP_central_cue_between_letter_presentation 	0 	10 	 T1 	 0.0 	18 	X 	L 	0.0 	-12.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	1 	10 	 T1 	 0.0 	18 	U 	W 	0.0 	1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	2 	10 	 T1 	 0.0 	18 	Y 	Y 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	3 	10 	 T1 	 0.0 	22 	Y 	P 	0.0 	-1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	4 	10 	 T1 	 0.0 	6 	I 	O 	0.0 	-3.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	5 	10 	 T1 	 0.0 	10 	C 	G 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	6 	10 	 T1 	 0.0 	6 	F 	F 	1.0 	0.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	7 	10 	 T1 	 0.0 	18 	K 	K 	1.0 	0.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	8 	10 	 T1 	 0.0 	22 	E 	E 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	9 	10 	 T1 	 0.0 	10 	K 	F 	0.0 	-1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	10 	10 	 T1 	 0.0 	14 	W 	W 	1.0 	0.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	11 	10 	 T1 	 0.0 	18 	T 	B 	0.0 	1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	12 	10 	 T1 	 0.0 	22 	Q 	A 	0.0 	-3.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	13 	10 	 T1 	 0.0 	14 	W 	S 	0.0 	-2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	14 	10 	 T1 	 0.0 	6 	U 	K 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	15 	10 	 T1 	 0.0 	10 	V 	U 	0.0 	-1.0 	[1, 0] 	10.0 	1
RSVP_central_cue_between_letter_presentation 	16 	10 	 T1 	 0.0 	10 	K 	Z 	0.0 	-1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	17 	10 	 T1 	 0.0 	6 	F 	E 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	18 	10 	 T1 	 0.0 	6 	T 	H 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	19 	10 	 T1 	 0.0 	14 	F 	A 	0.0 	-1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	20 	10 	 T1 	 0.0 	14 	I 	P 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	21 	10 	 T1 	 0.0 	14 	Y 	Y 	1.0 	0.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	22 	10 	 T1 	 0.0 	6 	G 	S 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	23 	10 	 T1 	 0.0 	14 	G 	G 	1.0 	0.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	24 	10 	 T1 	 0.0 	6 	Y 	B 	0.0 	1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	25 	10 	 T1 	 0.0 	10 	Y 	S 	0.0 	1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	26 	10 	 T1 	 0.0 	14 	E 	L 	0.0 	-1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	27 	10 	 T1 	 0.0 	6 	V 	R 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	28 	10 	 T1 	 0.0 	6 	S 	S 	1.0 	0.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	29 	10 	 T1 	 0.0 	18 	S 	S 	1.0 	0.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	30 	10 	 T1 	 0.0 	6 	D 	P 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	31 	10 	 T1 	 0.0 	22 	U 	C 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	32 	10 	 T1 	 0.0 	14 	U 	F 	0.0 	-1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	33 	10 	 T1 	 0.0 	22 	C 	Q 	0.0 	-5.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	34 	10 	 T1 	 0.0 	22 	W 	W 	1.0 	0.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	35 	10 	 T1 	 0.0 	22 	A 	A 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	36 	10 	 T1 	 0.0 	14 	D 	C 	0.0 	-1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	37 	10 	 T1 	 0.0 	6 	F 	B 	0.0 	4.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	38 	10 	 T1 	 0.0 	18 	U 	D 	0.0 	1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	39 	10 	 T1 	 0.0 	6 	G 	P 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	40 	10 	 T1 	 0.0 	22 	K 	K 	1.0 	0.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	41 	10 	 T1 	 0.0 	14 	T 	T 	1.0 	0.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	42 	10 	 T1 	 0.0 	14 	J 	J 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	43 	10 	 T1 	 0.0 	18 	M 	F 	0.0 	-1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	44 	10 	 T1 	 0.0 	10 	G 	N 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	45 	10 	 T1 	 0.0 	10 	Y 	X 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	46 	10 	 T1 	 0.0 	14 	D 	D 	1.0 	0.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	47 	10 	 T1 	 0.0 	22 	L 	L 	1.0 	0.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	48 	10 	 T1 	 0.0 	18 	D 	J 	0.0 	-1.0 	[-1, 0] 	10.0 	0
