experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	ltrSpatialPos1	ltrEccentricity1	timingBlips
RSVP_central_cue_between_letter_presentation 	0 	6 	 T1 	 0.0 	6 	Q 	D 	0.0 	-3.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	1 	6 	 T1 	 0.0 	22 	L 	T 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	2 	6 	 T1 	 0.0 	14 	L 	D 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	3 	6 	 T1 	 0.0 	6 	F 	P 	0.0 	2.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	4 	6 	 T1 	 0.0 	22 	J 	W 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	5 	6 	 T1 	 0.0 	14 	L 	B 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	6 	6 	 T1 	 0.0 	6 	X 	A 	0.0 	4.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	7 	6 	 T1 	 0.0 	10 	S 	C 	0.0 	3.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	8 	6 	 T1 	 0.0 	18 	B 	B 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	9 	6 	 T1 	 0.0 	10 	X 	Y 	0.0 	3.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	10 	6 	 T1 	 0.0 	6 	I 	R 	0.0 	3.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	11 	6 	 T1 	 0.0 	10 	P 	S 	0.0 	4.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	12 	6 	 T1 	 0.0 	6 	F 	F 	1.0 	0.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	13 	6 	 T1 	 0.0 	10 	S 	Q 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	14 	6 	 T1 	 0.0 	22 	K 	T 	0.0 	2.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	15 	6 	 T1 	 0.0 	6 	Z 	R 	0.0 	17.0 	[-1, 0] 	10.0 	1
RSVP_central_cue_between_letter_presentation 	16 	6 	 T1 	 0.0 	6 	L 	J 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	17 	6 	 T1 	 0.0 	14 	U 	D 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	18 	6 	 T1 	 0.0 	18 	Y 	U 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	19 	6 	 T1 	 0.0 	6 	W 	B 	0.0 	1.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	20 	6 	 T1 	 0.0 	22 	S 	F 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	21 	6 	 T1 	 0.0 	14 	C 	F 	0.0 	5.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	22 	6 	 T1 	 0.0 	10 	W 	W 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	23 	6 	 T1 	 0.0 	6 	V 	Y 	0.0 	4.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	24 	6 	 T1 	 0.0 	6 	V 	K 	0.0 	3.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	25 	6 	 T1 	 0.0 	14 	G 	D 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	26 	6 	 T1 	 0.0 	22 	B 	E 	0.0 	2.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	27 	6 	 T1 	 0.0 	22 	B 	B 	1.0 	0.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	28 	6 	 T1 	 0.0 	18 	Y 	Y 	1.0 	0.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	29 	6 	 T1 	 0.0 	22 	W 	E 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	30 	6 	 T1 	 0.0 	10 	T 	B 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	31 	6 	 T1 	 0.0 	22 	U 	Z 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	32 	6 	 T1 	 0.0 	14 	H 	E 	0.0 	2.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	33 	6 	 T1 	 0.0 	6 	L 	J 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	34 	6 	 T1 	 0.0 	14 	I 	E 	0.0 	2.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	35 	6 	 T1 	 0.0 	14 	W 	S 	0.0 	3.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	36 	6 	 T1 	 0.0 	10 	J 	Y 	0.0 	2.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	37 	6 	 T1 	 0.0 	6 	C 	R 	0.0 	3.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	38 	6 	 T1 	 0.0 	18 	E 	E 	1.0 	0.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	39 	6 	 T1 	 0.0 	22 	G 	S 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	40 	6 	 T1 	 0.0 	6 	Y 	Q 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	41 	6 	 T1 	 0.0 	18 	Y 	Z 	0.0 	1.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	42 	6 	 T1 	 0.0 	14 	H 	X 	0.0 	-7.0 	[1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	43 	6 	 T1 	 0.0 	22 	M 	W 	0.0 	-4.0 	[-1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	44 	6 	 T1 	 0.0 	10 	D 	J 	0.0 	1.0 	[-1, 0] 	3.0 	0
RSVP_central_cue_between_letter_presentation 	45 	6 	 T1 	 0.0 	14 	M 	Z 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	46 	6 	 T1 	 0.0 	22 	Q 	U 	0.0 	1.0 	[1, 0] 	10.0 	0
RSVP_central_cue_between_letter_presentation 	47 	6 	 T1 	 0.0 	14 	Y 	Y 	1.0 	0.0 	[-1, 0] 	3.0 	0
