experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos
timingBlips
main	0 	Adi 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	11 	0 	0 	1.0 	-1010.0 	[2, 0] 	2
main	1 	Adi 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	9 	9 	1.0 	-1017.0 	[2, 0] 	1
main	2 	Adi 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[2, 0] 	2
main	3 	Adi 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	12 	0 	0 	1.0 	-1011.0 	[2, 0] 	0
main	4 	Adi 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	20 	9 	9 	1.0 	-1019.0 	[2, 0] 	1
main	5 	Adi 	 T1T2 	 0.0 	6 	0 	1 	0.0 	-1005.0 	7 	9 	9 	1.0 	-1006.0 	[2, 0] 	0
main	6 	Adi 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	14 	8 	8 	1.0 	-1013.0 	[2, 0] 	1
main	7 	Adi 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	11 	5 	5 	1.0 	-1010.0 	[2, 0] 	1
main	8 	Adi 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	8 	6 	7 	0.0 	-1007.0 	[2, 0] 	0
main	9 	Adi 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[2, 0] 	1
main	10 	Adi 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[2, 0] 	1
main	11 	Adi 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	22 	7 	7 	1.0 	-1021.0 	[2, 0] 	0
main	12 	Adi 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	2 	2 	1.0 	-1018.0 	[2, 0] 	0
main	13 	Adi 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	16 	7 	8 	0.0 	-1015.0 	[2, 0] 	1
main	14 	Adi 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	24 	5 	5 	1.0 	-1023.0 	[2, 0] 	0
main	15 	Adi 	 T1T2 	 0.0 	8 	5 	7 	0.0 	-1007.0 	9 	8 	8 	1.0 	-1008.0 	[2, 0] 	0
main	16 	Adi 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	16 	3 	3 	1.0 	-1015.0 	[2, 0] 	0
main	17 	Adi 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	13 	3 	3 	1.0 	-1012.0 	[2, 0] 	0
main	18 	Adi 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	10 	3 	1 	0.0 	-1009.0 	[2, 0] 	0
main	19 	Adi 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	18 	0 	0 	1.0 	-1017.0 	[2, 0] 	0
main	20 	Adi 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	11 	0 	0 	1.0 	-1010.0 	[-2, 0] 	0
main	21 	Adi 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	18 	4 	4 	1.0 	-1017.0 	[-2, 0] 	0
main	22 	Adi 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	15 	2 	2 	1.0 	-1014.0 	[-2, 0] 	0
main	23 	Adi 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	12 	0 	5 	0.0 	-1011.0 	[-2, 0] 	0
main	24 	Adi 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	20 	8 	8 	1.0 	-1019.0 	[-2, 0] 	0
main	25 	Adi 	 T1T2 	 0.0 	6 	1 	7 	0.0 	-1005.0 	7 	7 	1 	0.0 	-1006.0 	[-2, 0] 	0
main	26 	Adi 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	14 	5 	5 	1.0 	-1013.0 	[-2, 0] 	0
main	27 	Adi 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	1 	1 	1.0 	-1010.0 	[-2, 0] 	0
main	28 	Adi 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	8 	4 	4 	1.0 	-1007.0 	[-2, 0] 	0
main	29 	Adi 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	16 	5 	5 	1.0 	-1015.0 	[-2, 0] 	0
main	30 	Adi 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	15 	0 	5 	0.0 	-1014.0 	[-2, 0] 	0
main	31 	Adi 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	22 	7 	7 	1.0 	-1021.0 	[-2, 0] 	0
main	32 	Adi 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	19 	8 	8 	1.0 	-1018.0 	[-2, 0] 	0
main	33 	Adi 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	4 	7 	0.0 	-1015.0 	[-2, 0] 	0
main	34 	Adi 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	24 	9 	9 	1.0 	-1023.0 	[-2, 0] 	0
main	35 	Adi 	 T1T2 	 0.0 	8 	4 	3 	0.0 	-1007.0 	9 	5 	5 	1.0 	-1008.0 	[-2, 0] 	0
main	36 	Adi 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	16 	6 	6 	1.0 	-1015.0 	[-2, 0] 	0
main	37 	Adi 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	13 	6 	6 	1.0 	-1012.0 	[-2, 0] 	0
main	38 	Adi 	 T1T2 	 0.0 	8 	0 	4 	0.0 	-1007.0 	10 	6 	6 	1.0 	-1009.0 	[-2, 0] 	0
main	39 	Adi 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	18 	0 	0 	1.0 	-1017.0 	[-2, 0] 	1
