experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos
timingBlips
main	40 	Adi 	 T1T2 	 0.0 	10 	9 	8 	0.0 	-1009.0 	11 	3 	3 	1.0 	-1010.0 	[6, 0] 	0
main	41 	Adi 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	3 	8 	0.0 	-1017.0 	[6, 0] 	0
main	42 	Adi 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	4 	4 	1.0 	-1014.0 	[6, 0] 	0
main	43 	Adi 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	12 	0 	4 	0.0 	-1011.0 	[6, 0] 	0
main	44 	Adi 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	20 	9 	9 	1.0 	-1019.0 	[6, 0] 	0
main	45 	Adi 	 T1T2 	 0.0 	6 	8 	1 	0.0 	-1005.0 	7 	9 	8 	0.0 	-1006.0 	[6, 0] 	0
main	46 	Adi 	 T1T2 	 0.0 	6 	9 	8 	0.0 	-1005.0 	14 	7 	2 	0.0 	-1013.0 	[6, 0] 	0
main	47 	Adi 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	1 	4 	0.0 	-1010.0 	[6, 0] 	0
main	48 	Adi 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	8 	5 	7 	0.0 	-1007.0 	[6, 0] 	0
main	49 	Adi 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[6, 0] 	0
main	50 	Adi 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	15 	9 	9 	1.0 	-1014.0 	[6, 0] 	0
main	51 	Adi 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	22 	1 	1 	1.0 	-1021.0 	[6, 0] 	0
main	52 	Adi 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	19 	4 	4 	1.0 	-1018.0 	[6, 0] 	0
main	53 	Adi 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	16 	1 	1 	1.0 	-1015.0 	[6, 0] 	0
main	54 	Adi 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	24 	3 	3 	1.0 	-1023.0 	[6, 0] 	0
main	55 	Adi 	 T1T2 	 0.0 	8 	5 	4 	0.0 	-1007.0 	9 	6 	6 	1.0 	-1008.0 	[6, 0] 	0
main	56 	Adi 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	9 	9 	1.0 	-1015.0 	[6, 0] 	0
main	57 	Adi 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	13 	8 	8 	1.0 	-1012.0 	[6, 0] 	0
main	58 	Adi 	 T1T2 	 0.0 	8 	0 	2 	0.0 	-1007.0 	10 	6 	6 	1.0 	-1009.0 	[6, 0] 	0
main	59 	Adi 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	18 	3 	8 	0.0 	-1017.0 	[6, 0] 	0
main	60 	Adi 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	11 	3 	3 	1.0 	-1010.0 	[-6, 0] 	0
main	61 	Adi 	 T1T2 	 0.0 	10 	0 	3 	0.0 	-1009.0 	18 	3 	9 	0.0 	-1017.0 	[-6, 0] 	0
main	62 	Adi 	 T1T2 	 0.0 	10 	3 	0 	0.0 	-1009.0 	15 	2 	5 	0.0 	-1014.0 	[-6, 0] 	0
main	63 	Adi 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	12 	3 	6 	0.0 	-1011.0 	[-6, 0] 	0
main	64 	Adi 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	20 	8 	8 	1.0 	-1019.0 	[-6, 0] 	0
main	65 	Adi 	 T1T2 	 0.0 	6 	1 	5 	0.0 	-1005.0 	7 	5 	1 	0.0 	-1006.0 	[-6, 0] 	0
main	66 	Adi 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	14 	1 	1 	1.0 	-1013.0 	[-6, 0] 	0
main	67 	Adi 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	11 	5 	7 	0.0 	-1010.0 	[-6, 0] 	0
main	68 	Adi 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	8 	3 	7 	0.0 	-1007.0 	[-6, 0] 	0
main	69 	Adi 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	16 	9 	8 	0.0 	-1015.0 	[-6, 0] 	0
main	70 	Adi 	 T1T2 	 0.0 	14 	6 	4 	0.0 	-1013.0 	15 	4 	6 	0.0 	-1014.0 	[-6, 0] 	0
main	71 	Adi 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	22 	5 	5 	1.0 	-1021.0 	[-6, 0] 	0
main	72 	Adi 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[-6, 0] 	0
main	73 	Adi 	 T1T2 	 0.0 	14 	8 	4 	0.0 	-1013.0 	16 	9 	8 	0.0 	-1015.0 	[-6, 0] 	0
main	74 	Adi 	 T1T2 	 0.0 	14 	9 	8 	0.0 	-1013.0 	24 	3 	4 	0.0 	-1023.0 	[-6, 0] 	0
main	75 	Adi 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	9 	0 	5 	0.0 	-1008.0 	[-6, 0] 	0
main	76 	Adi 	 T1T2 	 0.0 	8 	3 	5 	0.0 	-1007.0 	16 	6 	6 	1.0 	-1015.0 	[-6, 0] 	0
main	77 	Adi 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	13 	7 	3 	0.0 	-1012.0 	[-6, 0] 	0
main	78 	Adi 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	10 	3 	3 	1.0 	-1009.0 	[-6, 0] 	0
main	79 	Adi 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	18 	5 	6 	0.0 	-1017.0 	[-6, 0] 	0
