trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Duration,Type,FileName,instrText.started,instrText.stopped,stimulus.started,stimulus.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,text.started,text.stopped,space.rt,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,14.294253417057917,None,17.090740128059405,None,space,1.8305277440231293,26.406942580011673,None,19.490507659025024,20.874673944083042,21.77375215605134,None,24.057330480997916,25.44038107304368,26.440225049038418,None,,,,,,,
