Duration,Type,FileName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,stimulus.started,stimulus.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,Participant,date,expName,psychopyVersion,frameRate,
975,1,./sounds/oddBall1.wav,0,0,0,97,17.03563562594354,None,19.005303742806426,None,space,50.28934721299447,18.0359928549733,None,20.005714729754253,None,21.00572739073541,None,001,2019_Dec_02_1253,Auditory_oddball,3.2.4,60.08404422852489,
