Duration,Type,FileName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,stimulus.started,stimulus.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,Participant,date,expName,psychopyVersion,frameRate,
1450,2,./sounds/1450.wav,0,0,0,14,14.916024130070582,None,16.60296178115532,None,right,15.099489131011069,15.616713792085648,None,19.003407915192657,20.453729586093687,21.419736299151555,None,23.786835380084813,25.236508511006832,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
825,2,./sounds/825.wav,0,1,1,96,,,31.789385308115744,None,right,9.841985189006664,30.8355106189847,None,33.58909561317414,None,35.53888483014889,None,37.28914998711552,None,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
825,1,./sounds/oddBall1.wav,0,2,2,22,,,41.722305604093705,None,right,9.059081307030283,40.741015727980994,None,43.52236581915058,None,45.289113677176644,None,47.088854986079966,47.922191214049235,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
1375,0,./sounds/Standard tone.wav,0,3,3,40,,,50.82234431717079,None,right,17.910313114058226,49.841117185074836,None,53.189564724173394,None,55.472130878083405,None,57.82249724208377,59.20573374803644,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
1375,0,./sounds/Standard tone.wav,0,4,4,10,,,68.7220414190786,None,right,14.78065954009071,67.77366676100064,None,71.12188902515918,None,73.3887718021404,None,75.7549336831551,77.13847787608393,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
750,1,./sounds/oddBall1.wav,0,5,5,51,,,83.58817534109112,None,right,24.798529708990827,82.6388145100791,None,85.4054189131828,None,87.0385229821084,87.78858001402114,88.67161263509188,89.42216170299798,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
1125,0,./sounds/Standard tone.wav,0,6,6,24,,,108.40484532616101,None,right,11.38314695795998,107.47146618703846,None,110.50496953709516,None,112.60482557008508,None,114.65485205915756,None,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
750,0,./sounds/Standard tone.wav,0,7,7,84,,,119.85428177816793,None,right,9.396110270055942,118.8745614150539,None,121.62169276708737,122.37143536307849,123.22128413915634,123.97132877807599,125.02135574708227,125.77136417408474,001,2019_Dec_02_1438,Auditory_oddball,3.2.4,59.97633165117341,
