Duration,Type,FileName,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,stimulus.started,stimulus.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
1050,1,./sounds/oddBall1.wav,0,0,0,31,20.836320800008252,None,22.963678386074026,None,right,273.00528046896216,22.483399383956566,None,001,2019_Dec_02_1211,Auditory_oddball,3.2.4,59.94150836558993,
