trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Duration,Type,FileName,instrText.started,instrText.stopped,stimulus.started,stimulus.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,text.started,text.stopped,space.rt,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,13.161190564977005,None,15.390526051574852,None,space,3.455182997044176,22.85685972403735,None,17.273812326660845,18.174303299048916,19.17430989263812,20.073891459964216,21.040933958662208,21.94049659196753,22.84020648698788,None,,,,,,,
