Duration,Response,Stimulus condition,OddBall Onset
0.9,0.847932674922049,0.0,0.0
0.975,0.8880172760691494,0.0,0.0
0.75,0.7199835169594735,0.0,0.0
1.25,0.6079762941226363,1.0,0.0
1.125,0.35205744090490043,0.0,0.0
1.525,0.7920090099796653,1.0,0.4
1.125,0.5919752889312804,1.0,0.0
1.25,0.7200043089687824,1.0,0.6
0.825,0.4240296301431954,0.0,0.0
0.975,0.7119652868714184,2.0,0.6
0.825,0.6080518988892436,1.0,0.4
0.75,0.56797642307356,0.0,0.0
1.05,0.816092835040763,0.0,0.0
1.125,1.02397267986089,2.0,0.4
1.525,0.9519974570721388,0.0,0.0
0.825,0.8320583100430667,1.0,0.6
1.05,1.2479866109788418,2.0,
1.25,0.6319138989783823,0.0,0.0
1.375,0.6959705138579011,0.0,0.0
1.525,0.6720034908503294,2.0,0.4
1.375,1.0239989480469376,2.0,0.0
1.45,0.7999956170096993,1.0,0.0
1.525,0.8159750790800899,0.0,0.0
0.825,0.8880020449869335,0.0,
1.25,0.8160142200067639,0.0,0.0
1.525,1.1520753928925842,0.0,0.0
0.975,0.9919696720317006,0.0,0.0
0.9,0.7279725940898061,2.0,0.0
1.05,0.8319506859406829,1.0,0.4
1.05,0.6960160830058157,1.0,0.0
1.375,1.0480000858660787,1.0,0.6
1.25,0.9759912539739162,0.0,0.0
1.375,0.6879632610362023,1.0,0.0
1.525,1.024023151025176,2.0,0.6
0.75,0.6400189099367708,0.0,0.0
1.05,0.6000145298894495,0.0,0.0
1.125,0.7839518911205232,1.0,0.6
1.125,1.024037818890065,0.0,0.0
1.45,0.9520159948151559,0.0,0.0
1.125,1.0000280779786408,0.0,0.0
1.375,0.7200355369132012,0.0,0.0
0.825,0.5840683251153678,0.0,0.0
1.25,0.12000108300708234,2.0,0.4
1.125,0.7359444252215326,2.0,0.6
1.125,1.2319583059288561,2.0,
0.75,0.4959388040006161,1.0,0.0
1.45,1.0241062140557915,2.0,0.6
1.05,1.1600511700380594,0.0,
0.75,0.4800461819395423,2.0,0.4
0.825,0.520021673059091,1.0,0.0
0.825,0.6479843568522483,0.0,0.0
0.825,0.4639805799815804,0.0,0.0
0.825,0.9759982831310481,2.0,
1.375,0.9200262799859047,0.0,0.0
0.9,0.4480309300124645,0.0,0.0
1.05,0.64000368793495,1.0,0.6
0.75,0.439938526134938,1.0,0.6
1.25,0.6079970109276474,1.0,0.4
0.975,0.6960087809711695,0.0,0.0
0.75,0.5599794790614396,0.0,0.0
0.75,1.0239845442119986,2.0,
0.975,0.808005757862702,0.0,0.0
0.975,0.80801404081285,1.0,0.4
0.975,0.7680280909407884,1.0,0.6
1.05,1.0079526498448104,0.0,0.0
1.375,0.8880570239853114,2.0,0.4
1.45,0.8960317708551884,0.0,0.0
1.45,0.9600202920846641,2.0,0.0
1.45,0.9760016701184213,0.0,0.0
0.825,0.09605050412937999,0.0,0.0
1.25,0.08799966610968113,0.0,0.0
1.375,0.8160067819990218,0.0,0.0
1.525,0.696012845961377,1.0,0.6
0.9,0.8079917340073735,1.0,0.6
1.525,0.9920291188172996,2.0,0.0
1.45,0.6959633720107377,0.0,0.0
0.75,0.7199742658995092,0.0,0.0
1.45,0.9680032897740602,0.0,0.0
0.975,0.8320450021419674,0.0,0.0
1.375,0.8319533788599074,0.0,0.0
0.9,0.7760388699825853,0.0,0.0
1.45,0.776051223045215,1.0,0.4
1.45,1.167995025869459,2.0,0.4
1.25,0.9839741489849985,2.0,0.0
1.05,0.8319852040149271,2.0,0.6
1.05,0.7840048370417207,0.0,0.0
0.9,0.8640690720640123,2.0,0.4
0.75,0.45605819509364665,0.0,0.0
0.975,0.8400337789207697,1.0,0.0
1.45,0.8799775019288063,0.0,0.0
0.9,0.8559782679658383,2.0,0.6
1.05,0.9200258699711412,2.0,0.4
1.375,0.8159365460742265,0.0,0.0
1.25,0.9760298309847713,0.0,0.0
1.25,1.01599220209755,2.0,0.6
1.125,0.8480246572289616,0.0,0.0
0.9,0.9040076860692352,0.0,0.0
1.05,0.8399820460472256,0.0,0.0
1.125,0.855987663846463,1.0,0.4
1.125,0.9200463620945811,0.0,0.0
0.975,0.8319929228164256,2.0,0.0
1.125,0.9919836041517556,0.0,0.0
0.9,0.9839842689689249,0.0,
0.825,0.7680124510079622,2.0,0.0
0.825,0.7600540281273425,2.0,0.6
1.525,0.936025908915326,0.0,0.0
1.525,0.8719444628804922,1.0,0.0
0.9,0.7200042479671538,1.0,0.0
0.9,0.6240076899994165,0.0,0.0
0.975,0.5520183551125228,2.0,0.4
1.375,0.9280067950021476,2.0,0.6
1.525,0.7600424070842564,0.0,0.0
1.45,0.8080096230842173,1.0,0.6
1.525,0.9840190969407558,0.0,0.0
0.9,0.8800137299112976,1.0,0.4
1.375,1.0239565139636397,1.0,0.4
0.975,0.9199823099188507,0.0,0.0
1.25,1.0399544599931687,0.0,0.0
0.75,0.7199638721067458,1.0,0.4
0.75,0.9119838019832969,2.0,
