Duration,Response,Stimulus condition,OddBall Onset
0.975,0.7280013200361282,0.0,0.0
0.9,0.8799688059370965,1.0,0.0
1.45,1.023973808856681,0.0,0.0
1.375,1.0320003868546337,1.0,0.6
0.75,0.6399758709594607,1.0,0.4
1.525,1.2720323351677507,0.0,0.0
1.25,0.904006410157308,0.0,0.0
1.525,1.392012677155435,1.0,0.6
0.75,0.7919787869323045,0.0,
1.375,0.8159589129500091,2.0,0.6
0.9,0.9440136109478772,2.0,
0.75,0.5760387571062893,2.0,0.0
0.975,0.6240584449842572,2.0,0.0
0.975,0.7120198619086295,0.0,0.0
1.125,0.6160598939750344,0.0,0.0
1.25,0.8879252830520272,0.0,0.0
0.825,0.7920100749470294,0.0,0.0
0.975,1.1199975230265409,0.0,
0.825,0.5279704548884183,0.0,0.0
1.25,0.9120348950382322,2.0,0.0
0.825,0.3360060448758304,0.0,0.0
1.05,0.99999401695095,2.0,0.6
1.05,0.8719918609131128,1.0,0.0
0.9,0.5200705381575972,0.0,0.0
1.05,0.8000386829953641,0.0,0.0
0.975,0.7119683620985597,0.0,0.0
0.825,0.7199436721857637,1.0,0.0
0.975,0.8560214161407202,1.0,0.4
0.975,0.9759315571282059,0.0,0.0
0.9,0.8799615278840065,0.0,0.0
1.375,0.9359928839839995,2.0,0.4
1.125,1.2159821880050004,2.0,
1.125,0.7119950379710644,1.0,0.4
0.9,0.7200098328758031,1.0,0.6
1.375,1.0159602551721036,0.0,0.0
0.825,0.5600129850208759,0.0,0.0
0.9,0.7200210310984403,0.0,0.0
1.525,0.9919625730253756,2.0,0.4
0.975,0.8079598769545555,1.0,0.6
1.125,0.7120602698996663,1.0,0.0
1.125,0.992038169875741,2.0,0.6
0.9,0.6959556620568037,0.0,0.0
1.25,0.7280156309716403,0.0,0.0
1.375,1.1519961869344115,0.0,0.0
1.25,0.7920516051817685,0.0,0.0
0.9,0.7759870518930256,2.0,0.0
1.525,0.19996855803765357,0.0,0.0
1.125,0.7520359009504318,1.0,0.6
1.375,1.1519721478689462,0.0,0.0
0.75,0.5679997811093926,1.0,0.6
1.45,1.3279853900894523,2.0,0.4
0.75,0.8160247101914138,0.0,
1.45,0.9359858450479805,1.0,0.0
0.975,0.9040743089281023,0.0,0.0
0.75,0.8880420702043921,0.0,
1.45,0.9600096349604428,2.0,0.6
0.9,0.7279920729342848,1.0,0.4
1.45,1.1360105809289962,0.0,0.0
0.825,0.8240342549979687,2.0,0.0
1.125,0.9439752688631415,0.0,0.0
1.375,1.023948027053848,2.0,0.0
1.25,1.0879832350183278,0.0,0.0
0.825,0.6959871698636562,0.0,0.0
1.525,0.9519984789658338,0.0,0.0
0.75,0.512053013080731,2.0,0.6
1.45,0.8160212531220168,1.0,0.6
1.05,0.8960596239194274,2.0,0.4
0.975,1.0879911410156637,2.0,
1.525,0.9920158239547163,0.0,0.0
1.25,1.143988364143297,2.0,0.6
1.375,1.1280743710231036,0.0,0.0
1.525,1.1680092201568186,0.0,0.0
1.05,0.832010970916599,0.0,0.0
1.45,0.9599578119814396,1.0,0.4
0.9,1.0079890398774296,2.0,
1.525,1.0479956369381398,0.0,0.0
0.75,0.5199849649798125,0.0,0.0
0.825,0.6799979959614575,2.0,0.4
1.375,0.9919315481092781,0.0,0.0
0.975,0.7999863259028643,2.0,0.4
0.9,0.7999751849565655,0.0,0.0
1.45,1.0960408891551197,0.0,0.0
0.9,1.0080054400023073,0.0,
0.75,0.5439819220919162,1.0,0.0
1.05,0.6880417701322585,1.0,0.4
1.525,1.0319664468988776,2.0,0.6
1.525,1.1520325099118054,1.0,0.4
1.45,0.9840218520257622,2.0,0.0
1.45,1.1760457989294082,0.0,0.0
1.25,0.9359520168509334,1.0,0.6
1.525,1.2479682171251625,2.0,0.0
1.05,0.663996484130621,0.0,0.0
1.45,1.1679431898519397,0.0,0.0
0.75,0.5759694229345769,0.0,0.0
1.125,1.1599932247772813,0.0,
1.375,0.7760562819894403,1.0,0.0
1.05,0.816000988939777,0.0,0.0
0.975,0.8400281700305641,1.0,0.0
1.05,0.8159688159357756,1.0,0.6
0.75,0.6880340450443327,0.0,0.0
0.825,0.7519831631798297,0.0,0.0
1.45,0.6959317270666361,0.0,0.0
1.05,0.8720228620804846,0.0,0.0
1.125,0.6880012059118599,0.0,0.0
1.25,0.9040546680334955,1.0,0.4
0.75,0.5199575240258127,2.0,0.4
1.125,0.8320188650395721,0.0,0.0
1.25,0.9120307741686702,1.0,0.0
1.125,0.7360216178931296,2.0,0.0
0.825,0.6079812429379672,1.0,0.6
0.825,0.7440382139757276,1.0,0.4
1.25,1.056033984059468,0.0,0.0
1.05,0.8319755289703608,2.0,0.0
0.825,0.8479613361414522,2.0,0.6
1.525,1.2719928899314255,1.0,0.0
1.375,1.0879844080191106,0.0,0.0
1.25,1.1601014891639352,2.0,0.4
1.375,0.9520301120355725,1.0,0.4
1.125,0.8800543809775263,0.0,0.0
1.05,1.0480146780610085,0.0,0.0
