Duration,Response,Stimulus condition,OddBall Onset
1.25,1.0239484021440148,0.0,0.0
1.45,1.1199411440175027,1.0,0.4
0.825,0.5600120429880917,2.0,0.6
1.125,0.7999682009685785,0.0,0.0
1.525,1.6160118971019983,2.0,
1.45,1.0960329971276224,1.0,0.6
0.9,0.599989770911634,0.0,0.0
1.525,1.4720350969582796,2.0,0.4
0.9,0.8719632860738784,0.0,0.0
1.525,1.5600226891692728,0.0,
1.05,0.7200556909665465,1.0,0.6
0.75,0.7040407238528132,2.0,0.0
1.25,0.9839759261813015,0.0,0.0
0.975,0.7519938428886235,2.0,0.0
1.05,0.9120359930675477,2.0,0.4
0.75,0.7039776078891009,0.0,0.0
1.375,1.2799604889005423,2.0,0.0
1.25,0.9920282869134098,1.0,0.6
1.45,1.3200333919376135,0.0,0.0
1.125,0.9760539040435106,0.0,0.0
0.9,0.7600312829017639,0.0,0.0
1.05,0.9760391779709607,2.0,0.0
0.9,0.7439981629140675,1.0,0.0
1.375,1.128047176869586,1.0,0.0
0.9,0.7439936238806695,1.0,0.4
1.45,1.2879813201725483,0.0,0.0
0.825,0.7440557300578803,0.0,0.0
1.05,1.13597704609856,0.0,
1.45,1.136047885986045,2.0,0.0
0.825,0.6560597929637879,0.0,0.0
0.75,0.7440769209060818,2.0,0.6
1.25,1.1759854529518634,0.0,0.0
0.825,0.8400040031410754,2.0,0.4
1.45,1.1360233230516315,1.0,0.0
0.975,0.9040206610225141,1.0,0.4
0.75,0.7199758440256119,0.0,0.0
1.525,1.336014978820458,0.0,0.0
1.45,1.0720120249316096,0.0,0.0
1.525,1.3439944318961352,0.0,0.0
0.75,0.7280037649907172,1.0,0.6
0.9,0.8799353919457644,2.0,0.6
1.125,1.095999465091154,2.0,0.0
1.25,1.223952256143093,2.0,0.6
0.975,0.8960264408960938,2.0,0.4
0.825,0.6480123710352927,2.0,0.0
0.975,0.8000221229158342,0.0,0.0
1.525,1.3519661319442093,2.0,0.0
1.25,1.2080841020215303,1.0,0.0
0.975,1.0560428181197494,2.0,
0.975,0.8400310000870377,0.0,0.0
1.125,1.0399395779240876,1.0,0.6
1.375,1.0960256331600249,1.0,0.4
1.05,1.0159691211301833,1.0,0.4
0.825,0.8960709101520479,0.0,
1.125,0.9999918080866337,0.0,0.0
1.05,0.9519493279512972,0.0,0.0
1.25,0.9840299820061773,1.0,0.4
1.525,1.1280962019227445,0.0,0.0
1.05,1.0641021279152483,0.0,0.0
1.375,1.2160530709661543,0.0,0.0
1.125,1.0719627900980413,2.0,0.4
0.75,0.6400281470268965,1.0,0.4
0.75,0.7199920029379427,0.0,0.0
1.525,1.2799752550199628,1.0,0.6
0.75,0.9120384000707418,0.0,
0.975,0.8559801820665598,0.0,0.0
1.45,1.415972316171974,0.0,0.0
0.9,0.8319806379731745,2.0,0.4
0.9,0.8880261161830276,2.0,0.0
0.75,0.6560212911572307,0.0,0.0
0.9,0.7200111788697541,0.0,0.0
1.25,1.112015465972945,0.0,0.0
1.45,1.119969166116789,0.0,0.0
1.375,1.1520334940869361,0.0,0.0
0.9,0.7280013419222087,1.0,0.6
0.9,0.752070426940918,0.0,0.0
1.525,1.4079291860107332,1.0,0.0
1.125,1.1120039001107216,0.0,0.0
1.45,1.4479789258912206,2.0,0.6
0.825,0.7680003379937261,1.0,0.6
1.05,0.9839450749568641,1.0,0.0
1.375,1.4560067150741816,2.0,
1.375,1.2320074432063848,0.0,0.0
1.375,1.1679804569575936,0.0,0.0
1.375,1.199977959971875,0.0,0.0
1.05,1.0480104079470038,0.0,0.0
1.525,1.1920586309861392,0.0,0.0
0.975,0.9120227550156415,0.0,0.0
1.25,1.1999548070598394,2.0,0.4
0.825,0.7760110148228705,0.0,0.0
1.125,1.024015662027523,1.0,0.0
0.825,1.0079953609965742,0.0,
0.825,0.7920192929450423,1.0,0.0
1.25,1.1279234501998872,0.0,0.0
0.75,0.9600880851503462,0.0,
1.125,0.8559669021051377,0.0,0.0
0.75,0.7599405529908836,2.0,0.4
1.525,1.0639473269693553,1.0,0.4
0.825,0.784020704915747,1.0,0.4
1.375,1.3039415699895471,2.0,0.6
1.45,1.368009268073365,2.0,0.4
0.975,1.000000149011612,1.0,
1.125,0.99196289293468,0.0,0.0
0.9,0.9199302538763732,0.0,
0.825,0.720021529821679,0.0,0.0
1.05,1.008022196823731,2.0,0.6
1.525,1.2239601579494774,0.0,0.0
1.125,1.0319929448887706,2.0,0.6
0.75,0.6880763070657849,1.0,0.0
1.25,1.1680294559337199,0.0,0.0
0.975,0.8000346750486642,0.0,0.0
1.05,0.9599668320734054,0.0,0.0
1.05,0.9439803089480847,0.0,0.0
1.25,1.296015591127798,2.0,
1.375,1.1680999950040132,0.0,0.0
1.125,0.9840023170690984,1.0,0.4
1.45,1.312048041028902,0.0,0.0
0.975,0.7119866539724171,0.0,0.0
0.975,0.6399480390828103,1.0,0.6
1.375,1.160072028869763,1.0,0.6
