Duration,Response,Stimulus condition,OddBall Onset
1.375,1.2000211491249502,1.0,0.0
0.975,0.9919703740160912,0.0,0.0
0.9,0.9119583291467279,0.0,0.0
0.75,0.8959783371537924,2.0,
1.375,1.1279615361709148,0.0,0.0
0.9,0.7760706108529121,1.0,0.6
0.9,0.7360654480289668,2.0,0.4
1.525,1.3600119859911501,1.0,0.0
1.375,0.8240281159523875,2.0,0.6
0.975,0.7759977409150451,2.0,0.0
0.75,0.6239804329816252,0.0,0.0
0.75,0.6400607798714191,0.0,0.0
1.525,1.5359771710354835,0.0,0.0
0.75,0.7439998821355402,2.0,0.6
0.975,0.8079816498793662,1.0,0.6
0.975,0.8640619171783328,0.0,0.0
0.75,0.6720341620966792,0.0,0.0
1.25,0.9918873009737581,1.0,0.6
1.125,1.1360803288407624,1.0,0.4
1.375,0.8880034568719566,1.0,0.4
1.45,1.1040272328536958,1.0,0.6
1.45,1.6159740020520985,0.0,
1.25,1.048034596024081,0.0,0.0
0.825,0.7840507160872221,2.0,0.6
0.825,0.7520075899083167,0.0,0.0
1.375,1.216006473172456,2.0,0.4
0.9,0.712059142999351,0.0,0.0
1.05,0.6720098471269011,2.0,0.6
1.45,1.1599413810763508,0.0,0.0
1.05,1.103966176044196,2.0,
0.825,0.9920172891579568,2.0,
1.375,1.0480630819220096,0.0,0.0
1.45,1.0960025670938194,2.0,0.6
1.525,1.0080106349196285,0.0,0.0
1.05,1.0320648110937327,1.0,0.4
1.125,1.0959687158465385,2.0,0.0
1.525,1.3920259149745107,0.0,0.0
1.25,0.9040376599878073,0.0,0.0
0.825,0.6160309400875121,1.0,0.6
1.375,1.2800335770007223,2.0,0.0
0.975,1.056035015033558,0.0,
1.25,0.8159729060716927,1.0,0.4
0.825,0.6240010750479996,0.0,0.0
1.05,0.9679786509368569,0.0,0.0
1.375,1.0239961170591414,0.0,0.0
0.9,0.8399852910079062,0.0,0.0
0.9,0.8080459539778531,0.0,0.0
0.975,0.8560001358855516,1.0,0.4
1.05,0.9440179930534214,2.0,0.4
1.525,0.9040071680210531,0.0,0.0
0.975,0.8960179630666971,0.0,0.0
1.125,0.6960329581052065,1.0,0.6
0.9,1.0640014510136098,1.0,
1.45,1.2160113668069243,0.0,0.0
0.975,1.5120293151121587,1.0,
1.125,0.8079631810542196,2.0,0.4
1.05,0.9359642479103059,0.0,0.0
1.125,0.8879742920398712,1.0,0.0
0.75,0.8320262690540403,1.0,
0.825,0.11197422700934112,0.0,0.0
1.45,1.2559987041167915,0.0,0.0
0.9,1.2000042670406401,2.0,
1.525,1.2239666068926454,0.0,0.0
1.25,1.0799945020116866,1.0,0.0
1.25,1.3120738689322025,0.0,
0.975,0.9440469739492983,0.0,0.0
1.375,1.1360501430463046,0.0,0.0
0.75,0.6559773120097816,1.0,0.4
1.375,1.0400671360548586,0.0,0.0
1.45,1.3599976049736142,2.0,0.0
1.45,1.2400637459941208,2.0,0.4
0.975,0.7920114099979401,0.0,0.0
1.45,1.287983404006809,1.0,0.0
1.525,1.4720794649329036,2.0,0.0
1.125,0.7279332499019802,0.0,0.0
1.125,0.832019543973729,0.0,0.0
0.9,1.0640121130272746,0.0,
1.45,1.1599942871835083,0.0,0.0
1.25,0.8239978100173175,0.0,0.0
1.05,0.8720324449241161,0.0,0.0
1.25,1.0639955890364945,2.0,0.0
1.25,0.9999997478444129,2.0,0.4
1.525,1.103986209956929,0.0,0.0
1.125,1.3199388571083546,0.0,
1.25,1.1360139569733292,2.0,0.6
1.05,0.9759695599786937,0.0,0.0
0.825,1.0159608800895512,2.0,
0.9,0.9120684319641441,1.0,0.4
1.05,0.8639990340452641,1.0,0.6
1.25,0.7839938490651548,0.0,0.0
0.75,0.9919889939483255,0.0,
1.125,0.8079576150048524,0.0,0.0
0.825,0.8079503970220685,0.0,0.0
1.125,0.9599856839049608,0.0,0.0
1.525,0.9599749399349093,2.0,0.6
0.975,0.9760170299559832,2.0,0.4
1.125,0.8640834970865399,2.0,0.6
1.375,1.015973504865542,1.0,0.6
1.05,1.3600339859258384,0.0,
0.75,0.5759513000957668,2.0,0.4
1.45,0.8399654040113091,1.0,0.4
1.525,1.2639109410811216,1.0,0.4
1.525,1.0719862419646233,2.0,0.4
0.825,0.7359576059971005,1.0,0.4
0.75,0.616004864918068,1.0,0.6
1.25,1.0640472129452974,0.0,0.0
0.825,0.7039975030347705,0.0,0.0
1.375,1.1039332649670541,0.0,0.0
0.9,0.8240635511465371,2.0,0.6
0.825,0.8320332560688257,0.0,0.0
0.9,0.7920006681233644,0.0,0.0
0.975,0.6479192459955812,2.0,0.6
0.75,0.7600145449396223,0.0,0.0
0.825,1.1599994879215956,1.0,
1.05,0.08800790994428098,1.0,0.0
1.45,0.9599735210649669,0.0,0.0
1.05,0.8399240940343589,0.0,0.0
0.75,0.871999277966097,0.0,
1.525,0.9360222639515996,1.0,0.6
1.125,0.8320546040777117,0.0,0.0
