Duration,Response,Stimulus condition,OddBall Onset
0.9,0.9120901310816407,0.0,0.0
1.125,1.2640353138558567,2.0,
1.125,1.039998531108722,0.0,0.0
1.25,1.0640461689326912,0.0,0.0
1.375,1.1919928258284926,1.0,0.4
0.75,0.7120984659995884,1.0,0.4
0.975,0.9440269710030407,2.0,0.0
0.9,0.8079981259070337,2.0,0.4
0.75,0.7039561378769577,2.0,0.0
1.375,1.0559444630052894,0.0,0.0
1.25,1.0800144579261541,1.0,0.4
1.25,1.2239946220070124,0.0,0.0
0.75,0.9600299990270287,1.0,
1.525,1.4480954308528453,2.0,0.0
0.75,0.7759363970253617,2.0,0.4
0.975,0.6640146111603826,1.0,0.6
1.375,1.07996835000813,0.0,0.0
1.525,1.3360058220569044,1.0,0.4
0.9,0.8639343739487231,0.0,0.0
1.05,0.9199532209895551,1.0,0.0
0.9,0.9280143948271871,1.0,
1.05,0.896052862983197,0.0,0.0
0.75,0.6719360218849033,0.0,0.0
0.75,0.7200344770681113,0.0,0.0
1.25,1.2159902050625533,0.0,0.0
1.45,1.4320548160467297,1.0,0.0
1.45,1.319966291775927,0.0,0.0
0.75,0.7841328999493271,0.0,
1.05,0.8239664509892464,1.0,0.4
0.975,1.008004620904103,2.0,
0.9,0.8080890050623566,2.0,0.6
1.525,1.232046555960551,0.0,0.0
0.825,0.6880832009483129,0.0,0.0
1.45,1.1839799371082336,1.0,0.6
1.125,0.9199298159219325,1.0,0.0
1.25,1.3040038160979748,2.0,
1.125,1.1759238340891898,0.0,
1.05,0.8559729792177677,1.0,0.6
0.825,0.9920016638934612,0.0,
1.375,0.9200075168628246,0.0,0.0
1.05,1.008015173021704,2.0,0.4
0.975,0.9599484640639275,2.0,0.6
1.45,1.2319613709114492,2.0,0.6
1.45,1.4480435301084071,1.0,0.4
0.825,0.8559989270288497,0.0,
1.125,1.0719856498762965,2.0,0.4
1.125,0.9439957868307829,1.0,0.6
1.05,0.7120150078553706,0.0,0.0
1.25,1.0159998759627342,1.0,0.0
1.525,1.0559962301049381,1.0,0.0
1.25,1.1039942470379174,2.0,0.0
1.125,1.064009753987193,0.0,0.0
0.975,0.8560034891124815,0.0,0.0
0.825,0.7920546580571681,0.0,0.0
1.45,1.4080003250855953,2.0,0.0
0.9,0.9199961530975997,0.0,0.0
1.525,1.2960370760411024,0.0,0.0
1.05,0.9599106090608984,2.0,0.6
1.05,0.9200410761404783,0.0,0.0
1.25,1.1520210350863636,2.0,0.4
1.05,1.1040372010320425,0.0,
1.375,1.119935171911493,2.0,0.4
0.9,0.6400383370928466,1.0,0.4
0.9,0.7040397541131824,0.0,0.0
1.375,1.1759852489922196,1.0,0.6
1.125,0.9360511561390013,1.0,0.4
0.825,0.8320198010187596,2.0,0.6
1.375,1.1920130799990147,0.0,0.0
1.375,1.3039856678806245,1.0,0.0
1.45,1.3760538038332015,2.0,0.4
1.05,0.9040591181255877,0.0,0.0
1.375,1.1760178150143474,0.0,0.0
1.25,1.2159458410460502,1.0,0.6
0.75,0.8799991698469967,0.0,
1.375,1.1039494920987636,0.0,0.0
1.525,1.304014045977965,0.0,0.0
0.975,1.1200606059283018,1.0,
1.125,1.0560277171898633,0.0,0.0
0.975,0.8080309280194342,0.0,0.0
0.75,0.7680250799749047,2.0,0.6
0.9,0.7199691981077194,2.0,0.0
0.75,0.8719760940875858,0.0,
0.825,0.6960560160223395,1.0,0.6
1.25,1.0719405880663544,0.0,0.0
0.75,0.6880155310500413,1.0,0.6
1.125,1.0400457689538598,0.0,0.0
1.25,1.0000037720892578,0.0,0.0
1.525,1.2480123499408364,0.0,0.0
1.45,1.0480195230338722,0.0,0.0
1.45,1.1359845858532935,0.0,0.0
0.975,0.7200139490887523,0.0,0.0
1.05,1.0080528720282018,2.0,0.0
0.825,0.9040118241682649,2.0,
1.525,0.9600519649684429,2.0,0.4
0.9,1.1439504199661314,0.0,
1.25,1.0159982559271157,0.0,0.0
1.375,0.9920336310751736,2.0,0.6
0.9,0.8960444270633161,1.0,0.6
0.825,0.7119689439423382,1.0,0.4
0.975,0.7999654980376363,0.0,0.0
1.525,1.2799679189920425,1.0,0.6
0.975,0.8320068828761578,0.0,0.0
0.975,0.8480165258515626,1.0,0.0
0.825,0.8239868339151144,0.0,0.0
1.525,1.216044730041176,0.0,0.0
0.975,0.9359969969373196,0.0,0.0
1.525,1.2319582297932357,2.0,0.6
1.05,0.9280654420144856,0.0,0.0
1.45,1.2400422901846468,0.0,0.0
0.825,0.7679884771350771,0.0,0.0
0.75,0.8000186029821634,0.0,
0.9,0.8320666030049324,0.0,0.0
0.825,0.8479552110657096,2.0,
0.825,0.7600296940654516,1.0,0.0
1.125,0.9840301091317087,0.0,0.0
1.375,0.975983512122184,2.0,0.0
1.45,0.984011173946783,0.0,0.0
1.525,0.9679165740963072,0.0,0.0
1.45,0.9360240078531206,0.0,0.0
1.125,1.160033117979765,2.0,
