Duration,Response,Stimulus condition,OddBall Onset
1.05,0.9120261899661273,0.0,0.0
1.125,1.1600169448647648,0.0,
1.375,0.9359461551066488,1.0,0.0
1.05,0.6880819220095873,1.0,0.6
1.25,1.0799886810127646,2.0,0.0
1.05,0.927994322963059,2.0,0.6
0.9,0.8000365230254829,1.0,0.0
0.75,0.4879861769732088,0.0,0.0
0.9,0.5600572729017586,0.0,0.0
0.75,0.5679571148939431,0.0,0.0
1.525,1.1519636260345578,0.0,0.0
1.125,1.0959346250165254,2.0,0.4
1.05,0.8319974530022591,0.0,0.0
1.45,1.351957926992327,2.0,0.6
0.9,0.8960232699755579,1.0,0.4
1.125,0.848036368843168,2.0,0.0
1.45,0.9919496930669993,1.0,0.6
1.525,1.5120546000543982,0.0,0.0
1.25,0.9999940649140626,1.0,0.4
0.9,0.6319937950465828,0.0,0.0
0.9,1.024038712028414,2.0,
1.375,0.9760396268684417,2.0,0.6
1.25,0.727974662091583,1.0,0.0
1.525,1.3119659298099577,1.0,0.6
1.375,1.104033111128956,0.0,0.0
1.05,1.1200643661431968,2.0,
1.125,0.9120627669617534,0.0,0.0
1.05,0.6480143659282476,1.0,0.4
0.975,0.7680150819942355,0.0,0.0
0.975,0.9200047191698104,2.0,0.0
0.825,0.5040320919360965,0.0,0.0
0.825,0.8000528428237885,2.0,0.0
1.525,1.0719651968684047,0.0,0.0
1.05,0.7359943289775401,0.0,0.0
1.25,0.9839790610130876,2.0,0.4
0.975,0.6399967819452286,0.0,0.0
1.25,0.9359916979447007,0.0,0.0
1.45,1.4000066039152443,0.0,0.0
0.825,0.5440254688728601,1.0,0.0
1.525,1.048022252973169,2.0,0.0
1.525,1.2319674650207162,1.0,0.4
0.825,0.7279508400242776,1.0,0.4
0.9,0.8240708340890706,1.0,0.6
1.375,1.080008836928755,1.0,0.6
1.05,0.855932581005618,0.0,0.0
1.125,1.0559706820640713,1.0,0.4
0.9,0.8159814341925085,0.0,0.0
1.375,1.2399532308336347,0.0,0.0
0.975,0.9199092069175094,1.0,0.6
1.125,1.0480277810711414,2.0,0.6
1.25,0.8400410348549485,0.0,0.0
0.75,0.6879224460572004,1.0,0.6
1.45,1.1440477899741381,0.0,0.0
1.25,1.4319803100079298,0.0,
1.05,0.7280178528744727,1.0,0.0
0.975,0.9199814228340983,1.0,0.4
1.375,0.8399454699829221,2.0,0.0
0.825,0.6879463929217309,1.0,0.6
0.825,0.6560207458678633,0.0,0.0
1.05,0.872051133075729,0.0,0.0
0.825,0.8880906230770051,0.0,
1.375,0.903967872960493,0.0,0.0
1.05,0.720053699798882,0.0,0.0
1.525,1.3520620099734515,0.0,0.0
1.525,1.1280102259479463,0.0,0.0
1.525,1.3839994620066136,0.0,0.0
0.825,0.9759829610120505,0.0,
1.375,1.167913124896586,1.0,0.4
0.9,0.9040745701640844,2.0,0.6
1.125,0.9520273508969694,0.0,0.0
0.9,0.9679319418501109,0.0,
1.25,1.008022845024243,1.0,0.6
0.75,0.7120277399662882,2.0,0.4
1.125,1.0159769158344716,1.0,0.0
1.125,0.9039979539811611,0.0,0.0
1.375,1.224013427970931,2.0,0.4
1.125,0.7919544070027769,0.0,0.0
0.975,1.1359547330066562,0.0,
0.825,0.7199717699550092,0.0,0.0
1.45,1.4959541629068553,0.0,
1.45,1.0080020828172565,0.0,0.0
0.975,0.7280096439644694,2.0,0.4
0.75,0.5200146129354835,2.0,0.6
1.25,0.880036594113335,0.0,0.0
1.375,1.08798021893017,0.0,0.0
1.45,1.2960060280747712,0.0,0.0
1.125,0.9119840101338923,0.0,0.0
0.825,0.8239636570215225,2.0,0.4
0.975,0.776036320021376,0.0,0.0
0.75,0.5999595420435071,1.0,0.4
1.45,0.9519183519296348,1.0,0.4
0.9,0.7520395978353918,2.0,0.0
1.525,1.1200124740134925,2.0,0.6
0.75,0.5359852390829474,0.0,0.0
1.25,0.9120189039967954,2.0,0.6
1.25,0.9999709650874138,0.0,0.0
0.975,0.807938348967582,0.0,0.0
1.25,0.84798858105205,0.0,0.0
0.75,0.7439771788194776,2.0,0.0
1.45,1.2960274000652134,2.0,0.0
0.825,0.5760621440131217,2.0,0.6
0.9,0.7920212890021503,0.0,0.0
1.45,0.5839296979829669,0.0,0.0
0.975,0.7920109780970961,2.0,0.6
1.525,1.008050950942561,1.0,0.0
0.975,0.6720605089794844,0.0,0.0
0.75,0.6319878089707345,1.0,0.0
1.375,0.7520005779806525,0.0,0.0
0.9,0.9039346040226519,0.0,0.0
0.75,0.5360393619630486,0.0,0.0
1.05,0.6959949277807027,2.0,0.0
0.975,0.7199697718024254,1.0,0.0
1.375,0.6880272259004414,0.0,0.0
0.75,0.6960388559382409,0.0,0.0
1.45,0.8720437600277364,1.0,0.0
0.825,0.7999665387906134,0.0,0.0
1.125,0.7360735370311886,1.0,0.6
0.75,0.7520038660150021,0.0,0.0
1.45,0.8079916681163013,2.0,0.4
1.525,0.863963640993461,2.0,0.4
