Duration,Response,Stimulus condition,OddBall Onset
0.9,0.800006162840873,0.0,0.0
1.125,1.071975190192461,2.0,0.6
1.45,0.9759938498027623,0.0,0.0
0.75,0.7199668912217021,0.0,0.0
0.825,0.872053359169513,1.0,
1.45,0.8320460892282426,0.0,0.0
1.05,1.2399765690788627,2.0,
1.25,1.167994124814868,2.0,0.6
0.975,0.815989872906357,0.0,0.0
1.25,1.0720035801641643,0.0,0.0
1.45,1.3120880415663123,1.0,0.6
0.825,0.9120122832246125,1.0,
1.125,0.880020041950047,1.0,0.6
0.975,0.6639840877614915,1.0,0.4
1.45,1.5279207602143288,0.0,
0.825,0.5200448869727552,0.0,0.0
0.825,0.8400470395572484,2.0,0.0
1.525,0.9119963748380542,2.0,0.6
1.25,1.1439803577959538,0.0,0.0
0.825,0.12006548093631864,0.0,0.0
1.525,1.240027816966176,0.0,0.0
1.05,0.8800339116714895,0.0,0.0
1.45,1.2960638022050261,0.0,0.0
1.05,0.8480625422671437,2.0,0.6
1.525,1.231990709900856,0.0,0.0
1.125,0.680053252261132,0.0,0.0
1.125,0.6879623751156032,0.0,0.0
1.125,0.9440590152516961,0.0,0.0
0.825,0.5119798397645354,0.0,0.0
0.975,1.1760372114367783,2.0,
0.825,0.5360819520428777,0.0,0.0
1.25,0.8639898509718478,1.0,0.6
1.375,0.824020748026669,2.0,0.0
0.75,0.5999983609654009,0.0,0.0
0.9,0.639993510209024,0.0,0.0
1.05,0.5999735523946583,0.0,0.0
1.45,0.784006352070719,2.0,0.4
1.05,0.9040164188481867,2.0,0.4
0.75,0.7119702897034585,0.0,0.0
0.75,0.5760572468861938,0.0,0.0
0.75,0.7119785700924695,1.0,0.0
0.975,0.9999607759527862,0.0,
1.375,0.9999417513608932,1.0,0.4
1.375,1.0480538252741098,0.0,0.0
0.825,0.8480015988461673,0.0,
1.375,0.8080292246304452,0.0,0.0
1.25,1.0080179190263152,1.0,0.4
1.25,1.0159534201957285,2.0,0.4
0.825,0.8879629638977349,0.0,
1.375,0.9120113039389253,2.0,0.4
1.45,1.1039603627286851,0.0,0.0
0.9,0.46397861279547215,0.0,0.0
0.75,0.9039679788984358,2.0,
1.05,0.8400532072409987,1.0,0.4
1.45,0.8960350449196994,0.0,0.0
1.525,1.1599728018045425,0.0,0.0
1.05,1.1120099211111665,1.0,
1.25,1.120001741219312,2.0,0.0
1.125,0.9199763569049537,0.0,0.0
1.525,0.7600099751725793,0.0,0.0
0.9,0.9680051989853382,1.0,
1.05,1.0239461329765618,0.0,0.0
1.125,0.8719557956792414,0.0,0.0
1.25,1.4240140640176833,0.0,
1.125,0.9120270502753556,1.0,0.4
1.525,1.4159843130037189,1.0,0.0
0.75,0.7440624427981675,2.0,0.4
1.45,1.0640369402244687,2.0,0.0
0.825,0.904047355055809,1.0,
1.05,0.9280433538369834,0.0,0.0
0.825,1.0800488190725446,2.0,
1.25,1.1999844941310585,0.0,0.0
0.9,1.152027707081288,1.0,
0.75,0.5519802579656243,1.0,0.4
0.975,0.751973413862288,0.0,0.0
1.45,1.095988298766315,1.0,0.0
1.25,1.3200106942094862,0.0,
0.75,0.8960343957878649,1.0,
1.45,0.7120472360402346,2.0,0.6
0.75,0.7600291981361806,0.0,0.0
0.975,0.9679716397076845,1.0,0.0
0.9,0.8720132899470627,1.0,0.6
1.525,0.9760309541597962,2.0,0.4
0.975,1.0160480621270835,1.0,
0.9,0.8800471108406782,0.0,0.0
1.05,0.7920168079435825,1.0,0.0
1.25,1.1439525322057307,0.0,0.0
0.75,0.6160156531259418,0.0,0.0
0.9,0.7279421798884869,0.0,0.0
1.525,1.4400037578307092,2.0,0.0
1.375,1.4639950641430914,0.0,
1.525,1.0720117897726595,0.0,0.0
1.375,0.80001589236781,0.0,0.0
1.45,1.1360083702020347,1.0,0.4
1.375,1.3279779241420329,2.0,0.6
0.9,0.9999997289851308,2.0,
0.975,1.1839666408486664,2.0,
1.25,1.3839663756079972,1.0,
0.975,0.43195630330592394,2.0,0.6
0.75,0.5119875860400498,2.0,0.6
1.525,0.8879552208818495,1.0,0.4
1.125,0.9839868480339646,2.0,0.0
1.05,0.8639811500906944,0.0,0.0
0.9,0.8399386149831116,2.0,0.4
0.975,0.9039919478818774,0.0,0.0
0.9,1.0480372137390077,0.0,
0.9,0.7440696964040399,2.0,0.6
0.975,0.9840001012198627,0.0,0.0
0.975,1.1119886189699173,0.0,
1.125,1.1520054158754647,2.0,
0.825,0.5199885368347168,2.0,0.6
1.525,1.104044936131686,0.0,0.0
1.375,1.2240818031132221,1.0,0.0
1.125,1.248010279610753,1.0,
1.525,1.1679718629457057,1.0,0.6
1.375,1.3920044102706015,0.0,0.0
1.375,1.3600022541359067,1.0,0.6
1.125,1.0880204499699175,0.0,0.0
1.05,1.0799749121069908,0.0,
1.375,0.8800547909922898,0.0,0.0
