Duration,Response,Stimulus condition,OddBall Onset
1.45,1.3120432309806347,0.0,0.0
0.9,0.9919824129901826,0.0,
1.05,1.015952270012349,0.0,0.0
1.45,0.8720121800433844,0.0,0.0
0.975,1.111980798188597,0.0,
1.45,1.0480012169573456,0.0,0.0
1.45,1.1599373039789498,0.0,0.0
1.375,1.183972315164283,0.0,0.0
1.525,1.2159453937783837,0.0,0.0
1.125,0.7359821631107479,0.0,0.0
0.75,0.3280074358917773,1.0,0.6
0.75,0.5921212048269808,2.0,0.6
1.375,0.9753584929276258,2.0,0.6
1.375,0.7920361359138042,0.0,0.0
1.25,1.1199239450506866,2.0,0.0
0.75,0.32000840711407363,0.0,0.0
1.45,0.9119723411276937,2.0,0.0
1.125,0.8880319721065462,0.0,0.0
1.05,0.5280404889490455,1.0,0.6
1.05,0.7600311599671841,2.0,0.6
0.975,0.6639248309656978,1.0,0.0
0.825,0.3920179589185864,0.0,0.0
1.45,1.287988352123648,1.0,0.4
0.75,0.8240693178959191,1.0,
1.375,1.160082417074591,1.0,0.6
1.375,1.3440082820598036,2.0,0.4
1.375,1.3759728039149195,1.0,0.0
0.75,0.47994234482757747,0.0,0.0
1.25,1.1120098859537393,0.0,0.0
0.825,0.9120947630144656,2.0,
0.9,0.6479965299367905,2.0,0.0
0.825,0.2639644709415734,0.0,0.0
0.9,0.6960080498829484,1.0,0.6
0.975,0.9119849908165634,2.0,0.0
1.45,1.191932441899553,0.0,0.0
0.75,0.5039503700099885,0.0,0.0
1.125,0.848010023124516,0.0,0.0
1.25,0.7679710269439965,1.0,0.4
0.825,0.46402370603755116,0.0,0.0
0.975,0.751928691053763,0.0,0.0
0.9,0.6319680497981608,0.0,0.0
1.05,0.6800426710397005,1.0,0.4
0.9,0.6080751209519804,1.0,0.4
1.25,1.2480339638423175,0.0,0.0
0.825,0.9040828628931195,1.0,
1.25,1.104033991927281,0.0,0.0
0.75,0.6719463660847396,0.0,0.0
0.825,0.8559593369718641,2.0,
0.825,0.5840391698293388,1.0,0.4
1.05,0.9359731550794095,0.0,0.0
1.375,1.143916390137747,0.0,0.0
0.825,0.7839931729249656,0.0,0.0
1.45,1.2559879950713366,2.0,0.6
1.525,1.368001579074189,0.0,0.0
1.25,0.8799858959391713,0.0,0.0
1.05,1.1840193669777364,0.0,
1.125,0.9439936152193695,2.0,0.6
1.375,1.0960038739722222,0.0,0.0
0.75,0.535975534003228,2.0,0.0
0.825,0.5680017629638314,0.0,0.0
1.375,0.6560287200845778,0.0,0.0
1.05,1.1119917940814048,0.0,
1.25,0.8640554929152131,2.0,0.4
0.975,0.9199980909470469,2.0,0.6
0.825,0.8320161160081625,0.0,0.0
0.9,0.7039964499417692,0.0,0.0
1.45,0.9759920057840645,2.0,0.4
1.525,1.240035074064508,2.0,0.4
0.9,0.5040840371511877,0.0,0.0
0.9,0.8479681899771094,0.0,0.0
1.25,1.0080538899637759,1.0,0.6
0.975,0.8160337351728231,0.0,0.0
1.525,1.1759761930443347,1.0,0.0
0.975,1.0239821779541671,0.0,
1.25,0.9040112379007041,1.0,0.0
0.825,0.5680198490153998,1.0,0.0
1.525,0.9040160030126572,1.0,0.6
1.125,0.9119677389971912,0.0,0.0
1.125,0.9040589060168713,1.0,0.4
0.75,0.71200493699871,0.0,0.0
0.975,1.0639442279934883,1.0,
1.25,1.0319667239673436,0.0,0.0
1.125,1.0559972699265927,0.0,0.0
1.45,1.1279921531677246,0.0,0.0
1.525,1.336035231826827,2.0,0.6
0.975,0.8000161619856954,0.0,0.0
1.525,1.1120669981464744,1.0,0.4
1.525,1.44000408006832,2.0,0.0
1.525,1.2719934289343655,0.0,0.0
0.9,0.5999991570133716,2.0,0.4
0.975,1.1279942148830742,0.0,
0.75,0.751988175092265,2.0,0.4
0.9,0.951986163854599,2.0,
1.05,0.7999874751549214,2.0,0.4
1.25,0.8240191859658808,0.0,0.0
0.9,0.7279680359642953,1.0,0.0
0.825,0.5119684459641576,2.0,0.6
1.25,0.9200056069530547,2.0,0.6
1.525,1.1040106180589646,0.0,0.0
1.45,1.0799982061143965,1.0,0.0
1.45,0.9279974971432239,1.0,0.6
0.975,0.9999349990393966,2.0,0.4
0.9,0.7599961920641363,0.0,0.0
1.05,0.8720329848583788,1.0,0.0
1.125,0.8480190120171756,1.0,0.0
1.125,1.02400738094002,2.0,0.4
1.375,0.9999870338942856,1.0,0.4
1.125,0.8400244740769267,1.0,0.6
1.525,1.0880438620224595,0.0,0.0
1.125,0.9919961881823838,0.0,0.0
1.375,1.232013968983665,0.0,0.0
1.375,1.2881010421551764,2.0,0.0
0.75,0.6160292699933052,1.0,0.0
1.05,0.7920413669198751,0.0,0.0
1.05,0.8639957630075514,2.0,0.0
0.75,0.5600506360642612,0.0,0.0
1.05,0.7440306791104376,0.0,0.0
1.125,0.9280332489870489,2.0,0.0
1.525,1.104001624044031,0.0,0.0
0.975,0.8639942919835448,1.0,0.4
