Duration,Response,Stimulus condition,OddBall Onset
1.25,1.2080265101976693,1.0,0.0
1.25,1.0800293288193643,0.0,0.0
1.25,1.1200101869180799,1.0,0.4
1.25,1.320051589049399,2.0,
1.525,1.1679729390889406,0.0,0.0
0.75,0.4719838951714337,0.0,0.0
1.525,1.2159660523757339,0.0,0.0
0.825,0.775979655329138,1.0,0.0
0.75,0.7519990419968963,2.0,0.0
1.125,0.9439973840489984,0.0,0.0
1.05,0.776019022334367,0.0,0.0
0.825,0.6320161269977689,1.0,0.6
1.125,1.112054885365069,0.0,0.0
0.9,0.9439990231767297,1.0,
1.45,1.2080512610264122,0.0,0.0
0.825,0.5040419837459922,0.0,0.0
0.9,0.6879412396810949,0.0,0.0
1.525,1.119978133123368,1.0,0.4
0.825,0.6800466058775783,2.0,0.6
1.525,1.0640526041388512,2.0,0.4
1.125,0.9440415278077126,0.0,0.0
1.25,0.9919733349233866,0.0,0.0
0.75,0.43998894607648253,0.0,0.0
1.45,1.2560031488537788,2.0,0.6
1.525,1.183983483351767,2.0,0.6
1.125,0.7599918688647449,2.0,0.6
1.45,1.2239791699685156,0.0,0.0
0.975,0.7280281358398497,0.0,0.0
1.05,0.8639772371388972,0.0,0.0
1.125,0.832097799051553,1.0,0.4
1.525,1.479999000672251,2.0,0.0
1.375,1.160034836269915,2.0,0.6
1.125,1.0320139741525054,0.0,0.0
1.25,1.1360123669728637,1.0,0.6
0.9,0.9039980839006603,1.0,0.4
1.45,1.432053995784372,0.0,0.0
1.525,1.1760238432325423,0.0,0.0
0.975,1.0720407888293266,2.0,
1.525,1.480058082845062,0.0,0.0
1.125,1.0400586011819541,2.0,0.4
0.825,0.9599768701009452,0.0,
1.375,1.087965982966125,0.0,0.0
0.975,0.9839592967182398,2.0,0.4
1.375,1.0080287461169064,2.0,0.4
1.05,0.9679912473075092,2.0,0.4
1.25,1.1120286639779806,2.0,0.0
1.05,0.9919973867945373,1.0,0.4
0.825,0.5760627994313836,0.0,0.0
1.375,1.1680515799671412,0.0,0.0
1.375,1.0480154850520194,0.0,0.0
0.75,0.6080236099660397,1.0,0.0
1.125,0.8080123597756028,1.0,0.0
1.375,1.1439654473215342,0.0,0.0
1.25,1.1199706038460135,2.0,0.4
1.05,1.1119325370527804,0.0,
1.375,1.0400436306372285,0.0,0.0
0.75,0.5120181241072714,0.0,0.0
0.75,0.5839453008957207,2.0,0.4
0.975,0.7680224659852684,0.0,0.0
0.975,1.1040322054177523,2.0,
1.525,1.127986405044794,0.0,0.0
1.375,1.3280448280274868,0.0,0.0
0.9,0.9280479936860502,0.0,
0.825,0.6239900998771191,0.0,0.0
1.375,0.9039612310007215,1.0,0.6
0.975,1.040033217985183,0.0,
0.975,0.9839984830468893,1.0,0.0
1.125,0.9999808170832694,0.0,0.0
1.25,0.9280364643782377,0.0,0.0
1.05,0.9440393350087106,0.0,0.0
0.975,0.6159703740850091,0.0,0.0
1.375,1.096024526283145,2.0,0.0
1.25,0.9679597630165517,0.0,0.0
0.9,0.7120077777653933,2.0,0.6
0.975,0.7679672418162227,1.0,0.6
0.825,0.6960209738463163,2.0,0.0
0.9,0.6320717809721828,1.0,0.6
1.525,0.7439308357425034,1.0,0.6
0.9,0.7040024977177382,0.0,0.0
0.825,0.623982491903007,0.0,0.0
1.25,0.9120561652816832,0.0,0.0
1.45,1.080050792079419,0.0,0.0
0.75,0.6080149710178375,2.0,0.6
0.975,0.9600315950810909,0.0,0.0
1.375,1.0879892706871033,1.0,0.4
0.975,0.9119665282778442,1.0,0.4
1.05,0.8399781342595816,0.0,0.0
1.45,1.1200129832141101,1.0,0.0
1.05,0.9279731148853898,2.0,0.0
0.9,1.1279850080609322,2.0,
1.05,0.9760289900004864,1.0,0.6
0.75,0.6320246518589556,0.0,0.0
0.75,0.6639788099564612,0.0,0.0
1.05,0.7280216929502785,0.0,0.0
1.05,0.8800112530589104,2.0,0.6
1.45,1.2960077868774533,0.0,0.0
1.525,1.2880461388267577,1.0,0.0
1.45,1.3840209553018212,1.0,0.4
1.45,1.127998576965183,2.0,0.0
1.125,0.984004270285368,0.0,0.0
0.825,0.7359754052013159,1.0,0.4
0.975,0.9119859621860087,0.0,0.0
1.45,1.2240055608563125,0.0,0.0
0.9,0.8160483851097524,0.0,0.0
1.25,0.9920023549348116,0.0,0.0
1.525,1.2720104344189167,0.0,0.0
0.9,0.8080444829538465,0.0,0.0
1.125,0.9920475189574063,2.0,0.0
0.75,0.5999861676245928,0.0,0.0
0.825,0.6800264287739992,0.0,0.0
0.9,0.7999978889711201,2.0,0.4
1.125,0.9280166858807206,1.0,0.6
1.05,0.9679746571928263,1.0,0.0
0.75,0.6081212391145527,1.0,0.6
0.75,0.9120120392180979,1.0,
1.45,1.0239571565762162,1.0,0.6
1.45,1.208021858241409,2.0,0.4
0.9,1.0240671830251813,0.0,
0.825,0.9439992788247764,2.0,
1.375,0.9040370811708272,1.0,0.0
