Duration,Stimulus_condition,Response
1.525,2,1.705726811
1.125,1,0.895803554
1.05,2,0.916153967
1.525,1,1.143028663
0.9,1,0.732154317
1.45,1,1.098960374
0.975,1,0.857493431
0.9,0,0.868844435
0.9,0,0.813253167
1.45,2,1.167913309
0.825,0,0.75070506
1.45,0,1.225286488
0.975,0,0.976610615
1.525,0,1.149769852
1.05,0,1.196789414
1.375,1,1.120145964
1.375,0,1.224244522
1.45,2,1.264086168
0.975,2,0.690394944
1.125,1,1.013902542
1.375,2,1.17459017
1.25,0,1.402087691
0.9,2,0.970554407
1.05,0,0.886696665
0.75,0,0.631306486
1.05,1,0.942518707
0.825,1,0.649083636
1.125,0,0.840109012
0.825,2,0.717402826
1.45,0,1.246911609
1.25,2,1.077621934
1.125,2,0.931270775
1.05,2,0.981723352
0.75,0,0.959971162
1.125,0,1.006589708
0.9,0,0.6230733
1.25,2,1.087978069
1.25,1,1.162678297
0.975,2,0.601433386
1.125,1,1.239122622
1.25,0,0.231041302
0.9,2,0.627407214
1.45,0,1.423217264
0.75,1,0.756454683
1.125,0,0.918590464
1.25,0,1.046331734
1.375,0,1.31574162
1.125,0,1.199061925
1.05,1,1.059287634
0.9,0,0.111830801
0.75,0,0.973143072
0.75,0,0.736660616
0.825,2,0.513725835
0.975,1,0.707067039
1.525,0,0.943447053
1.45,1,1.188263738
1.375,2,1.233862272
1.05,1,0.917442784
0.9,0,0.912801602
0.975,2,0.594648327
0.975,0,0.819733106
1.45,0,1.146998971
0.825,0,0.708931044
0.825,2,0.898769266
0.825,0,0.697826581
1.525,0,1.266048851
0.75,2,0.804752033
1.525,2,0.999588733
1.05,0,1.05814457
1.375,0,1.156823201
0.75,1,0.872717299
0.9,2,0.84503255
0.825,0,0.954069512
0.825,1,0.71138163
0.825,1,0.745914918
0.75,1,0.704790788
0.75,0,0.788982897
1.375,0,1.010020003
1.05,0,0.897451568
1.45,0,1.239394907
1.125,2,1.079314361
1.05,2,1.292228809
0.975,0,0.762751518
1.525,1,1.239384235
1.125,0,1.168067977
0.9,0,0.893907703
1.125,0,0.998042789
1.05,0,0.896449548
1.45,0,1.192086028
1.05,0,1.253946868
1.25,1,0.983771438
0.9,1,1.059979409
1.375,2,1.187721717
1.25,2,0.981316969
0.75,2,0.788192707
0.975,0,0.88763512
1.45,2,1.167283654
1.25,0,1.272864671
1.25,0,1.086017934
1.525,0,1.150413281
1.125,2,0.822042482
1.45,1,1.113916085
0.75,0,0.755137198
1.375,1,1.085887687
0.75,2,0.689428173
1.525,2,0.981740122
0.975,0,0.870010148
1.375,0,1.166586521
0.825,0,0.909985003
1.525,0,1.15712761
1.375,0,1.097972314
1.25,0,1.117300654
1.525,0,1.254191567
0.975,0,0.959587976
0.825,0,0.826611688
1.25,1,1.304392174
0.975,1,0.864808576
1.525,1,1.071919754
1.375,1,1.173265033
0.9,1,0.908470816
