Duration,Stimulus_condition,Response
1.375,1,1.118364021
0.975,1,0.873164898
1.375,1,1.034026747
0.9,2,0.854693685
1.05,0,0.866159383
0.975,1,0.970237463
1.05,1,0.958016268
0.75,1,0.663062465
1.45,2,1.034128971
0.975,0,0.895413603
1.125,0,0.929468303
1.25,1,1.11993857
0.825,2,0.44916668
0.825,0,0.741329062
0.75,0,0.649953056
0.75,0,0.687939155
1.25,2,0.995115276
1.25,0,1.126668312
1.375,2,1.193978726
0.975,0,0.968347583
1.525,0,1.262696383
1.45,0,1.319979791
1.45,0,1.205761233
1.05,0,0.96363722
1.525,0,1.226007632
1.125,2,1.043516976
0.975,0,1.024196077
0.9,0,0.932785984
1.375,0,1.097891362
0.825,2,0.708950753
0.825,1,0.83484994
1.125,2,0.956720694
1.525,1,1.104531111
1.375,2,1.13251061
1.45,0,1.261004196
1.125,1,1.122583179
1.375,1,1.111560518
1.125,1,1.103717172
0.825,0,0.605591184
0.825,0,0.810994666
0.9,1,0.822089759
1.525,2,1.198784789
1.25,0,1.09098257
1.125,0,1.14746374
1.05,2,0.996956341
1.25,2,1.000049686
1.525,2,1.245675421
0.9,1,0.819380056
1.525,2,1.330608665
0.825,2,0.749152064
1.125,1,1.096922501
0.975,2,1.067998881
0.75,2,0.702697478
0.825,0,0.865997066
0.75,0,0.682977448
1.375,0,1.168437491
1.375,0,1.227295858
0.9,1,0.933555047
1.05,2,0.981460031
1.05,0,0.925024757
0.9,2,0.887246379
0.75,2,0.588314382
1.525,0,1.222424658
1.125,0,0.99004665
0.9,2,0.822408129
1.05,0,0.936189922
0.9,0,0.970619327
1.375,0,1.220350185
1.25,1,1.115532087
1.05,0,1.084616313
1.525,0,1.426491026
1.25,2,1.06370976
1.45,1,1.092764624
1.525,0,1.340154891
1.375,0,1.3991383
0.825,1,0.773513358
1.125,2,0.966726489
1.05,0,0.928638962
0.825,0,0.735758955
1.125,0,1.102192281
1.05,1,0.958874832
1.525,0,1.229496009
0.975,0,1.090316915
1.05,2,0.936688457
0.75,0,0.705825874
0.975,2,0.955737786
1.45,1,1.155125558
0.75,0,0.596483615
1.05,1,1.017675732
0.75,2,0.834192632
1.525,1,1.176773302
0.825,1,0.888955878
0.9,0,0.930956473
0.975,0,0.885226385
1.25,0,1.144903131
1.45,0,1.36707815
0.825,0,0.739856089
0.75,1,0.787430493
1.25,0,1.093979922
1.45,0,1.386675101
1.375,2,1.128308556
1.45,0,1.379458391
0.975,2,0.818808648
1.45,2,1.022781438
0.9,0,0.753222763
0.75,0,0.809854014
1.25,0,1.13555312
1.125,0,1.159536559
1.45,2,1.224280229
1.125,0,1.013811188
0.975,1,1.126888481
1.25,1,1.025677644
1.375,0,1.236679404
0.9,0,0.928883953
0.9,0,0.912599106
1.525,1,1.305238093
1.25,0,1.203066992
0.75,1,0.864531382
0.975,0,0.965865814
1.45,1,1.224843401
