Duration,Stimulus_condition,Response
0.75,0,0.561857677
1.525,1,0.618650527
1.25,0,0.845376207
1.45,0,0.672900066
0.75,0,0.673455343
0.9,1,0.582446583
1.375,0,0.66405699
0.975,1,0.710250112
1.525,2,0.924102229
0.9,0,1.009096121
0.825,0,0.773874934
0.975,0,0.706510861
0.825,2,0.738175785
1.05,0,0.724578466
0.975,0,0.69157507
1.375,0,0.827931291
1.375,2,0.94092728
0.825,2,0.631116213
0.9,1,0.773715925
0.825,0,0.680462463
1.45,2,0.788320637
0.825,2,0.843650767
0.9,0,0.585841826
0.75,0,0.745387646
1.25,0,1.040568503
1.525,1,0.954696457
0.825,1,0.720965706
1.375,0,1.08711575
0.75,1,0.585913033
1.25,2,0.886355689
1.375,2,0.952164286
0.9,0,0.761812237
1.125,0,0.932496822
1.25,0,0.996533529
1.125,0,1.071765397
0.9,2,0.843079611
1.05,2,0.809002324
1.375,1,0.862858571
1.45,1,0.977888049
1.25,0,0.988668413
1.125,1,0.828052565
1.525,2,0.954751081
1.45,0,1.093264479
0.75,1,0.853616289
0.975,1,0.76815619
0.975,0,0.86346863
1.05,0,1.052246745
1.525,2,0.979220842
1.125,0,0.987277616
0.975,0,0.788316308
1.45,2,0.88299847
1.375,2,1.016599231
0.825,0,1.053812778
0.975,2,0.890820253
1.45,0,0.943430994
0.825,1,0.889590829
1.125,0,0.857241845
0.975,2,0.730130666
1.45,2,0.935850635
0.9,0,0.882365568
1.125,2,0.727167755
1.125,0,0.7967621
0.9,2,0.696913981
1.525,0,0.74370967
1.45,0,0.946775748
1.25,2,0.899050489
1.05,1,0.81597025
1.125,0,0.90316942
1.525,0,0.953003557
0.825,0,0.811953055
1.25,1,0.913636642
0.9,2,0.796410439
1.05,2,0.701082175
1.525,0,1.111055676
1.375,0,1.104371896
1.25,1,0.984902459
1.525,0,1.197136469
0.75,2,0.879907507
1.525,1,0.887597828
0.75,0,0.792122224
1.125,1,0.852473097
0.75,2,0.767895817
1.25,0,1.17641262
1.05,0,0.99964636
1.375,0,0.889668583
0.75,0,0.733644689
1.05,1,0.880000245
1.375,0,1.185243565
1.25,1,0.974458554
1.05,1,0.967446878
1.125,2,0.87881302
0.825,0,0.858873542
0.75,0,0.756891601
0.9,0,0.706280704
1.45,1,0.749779976
1.525,0,0.840730148
0.975,1,0.715294138
0.825,0,0.71038894
1.05,0,0.835299641
1.05,2,0.794105575
1.375,1,0.903478042
1.25,0,0.829306611
0.75,1,0.723625099
1.375,1,0.772034499
1.45,0,0.834096088
0.975,0,0.767246209
0.9,0,0.729344139
0.9,1,0.832043861
1.05,0,0.841911615
0.75,2,0.76961539
0.975,2,0.736928936
0.825,1,0.686649621
1.05,0,0.912936951
1.25,2,1.113801188
1.45,0,1.059819371
1.125,2,0.871440793
1.45,1,1.070890469
1.525,0,1.239945694
1.125,1,1.085005738
0.975,0,0.952268886
