Duration,Stimulus_condition,Response
0.75,1,0.641561235
1.375,1,1.187059514
1.45,0,1.374558193
1.25,0,1.151835888
0.975,0,1.185650344
1.525,1,1.147599436
1.125,2,0.965563994
1.25,0,1.132042494
1.375,0,1.229102651
1.05,2,0.977229825
1.25,1,1.127722374
0.9,2,0.49626298
1.125,0,0.947672421
1.25,0,1.050906317
1.525,0,1.02436425
1.45,0,1.259347624
1.125,1,0.951243249
0.9,1,0.924252866
0.75,0,0.776141676
0.975,1,0.872021933
1.125,0,0.967934161
1.375,1,1.036050649
1.25,1,0.977312345
0.75,2,0.855881334
0.825,1,0.807348128
0.9,0,0.869346323
1.525,0,1.229841487
1.25,2,1.175226258
0.975,2,0.872630274
0.9,1,0.795492183
1.125,2,0.740198267
1.525,1,0.957165759
1.45,0,1.110970903
0.9,0,0.656186444
0.975,1,0.894371306
1.525,1,1.047027162
1.45,0,1.16400218
0.825,1,0.878421754
1.525,0,1.22941015
0.9,0,0.848347397
1.25,0,1.021781475
1.25,0,1.076655734
0.825,0,0.768990769
0.825,0,0.82808533
1.05,0,0.879977018
0.9,0,0.818110571
1.375,0,0.926132285
1.05,2,0.848388815
1.05,1,0.935761024
0.825,0,0.982347355
1.375,0,1.092116614
1.525,0,1.099198017
1.05,1,1.050303879
1.05,1,1.134395689
0.975,0,0.990060519
0.75,1,0.808713973
1.05,0,0.91768699
1.25,2,0.98749185
1.375,0,0.939442631
0.75,2,0.557438302
1.125,0,0.127702598
1.375,2,0.867878091
1.05,0,0.852109294
0.9,1,0.614154048
1.45,2,0.867919298
1.525,2,1.013495187
1.25,0,1.106650664
0.975,0,1.146209979
1.125,1,1.122112123
1.375,0,1.239419642
0.825,1,0.966953375
1.125,0,0.960697303
1.375,1,1.06176045
0.825,0,1.020834048
1.05,0,1.032203967
0.75,0,1.026473541
1.525,0,1.172993335
0.975,2,0.888812313
1.45,1,1.144051481
1.45,2,1.139988341
1.05,0,1.186600974
1.375,2,1.057120825
0.975,1,1.168153222
0.9,2,0.947124679
1.125,0,1.084470988
1.45,2,1.090344469
0.9,2,0.795951622
1.125,0,0.926152531
1.45,1,1.254500953
0.9,0,1.27721377
0.825,0,1.047563699
0.975,0,1.017389953
0.975,0,0.883126852
0.75,1,0.892976729
0.75,0,0.160745237
0.9,0,0.801751926
1.525,0,1.380928211
0.75,0,0.800474646
0.825,2,0.771249776
1.525,2,0.917393357
0.75,2,0.843866057
1.125,1,0.899082206
0.825,2,0.900848048
0.75,0,0.173790155
1.45,1,0.920933098
0.975,2,0.974072906
1.525,2,1.029024416
1.125,2,0.910553491
0.975,0,0.902318576
1.45,0,1.169302513
0.825,0,1.041190596
1.25,1,1.028165934
0.825,2,0.983974025
1.05,0,0.189415745
1.375,0,1.128629595
1.25,2,0.976935315
1.375,2,0.975719342
1.05,2,0.869835566
0.75,0,0.887996804
1.45,0,1.227430007
