Duration,Stimulus_condition,Response
0.825,1,0.951734942
1.45,2,0.934810387
1.05,0,0.897851425
1.125,0,0.913690075
0.9,1,0.701957723
0.9,1,0.922610307
1.25,2,1.119973175
0.975,2,1.044824671
1.375,2,1.188149177
0.825,2,1.047341017
0.825,1,0.74075529
1.05,1,1.089305521
0.9,0,0.760565667
0.9,0,0.905579566
1.25,0,1.004017928
0.75,2,0.607319724
1.375,0,0.858642269
1.05,0,0.73794957
0.9,2,1.06148992
1.125,2,0.863827349
1.125,0,0.833690585
0.825,0,0.81745429
1.525,0,0.829022767
0.75,0,0.553666042
0.825,1,0.786234233
1.525,1,1.062495274
1.25,0,1.160115029
1.375,2,0.927372777
1.525,0,0.870245782
0.975,1,0.905936667
0.975,0,0.82479423
0.75,1,0.923721448
1.375,1,0.708691555
1.375,2,1.16766959
1.375,0,1.133731784
1.45,0,1.072055889
1.45,0,1.109424642
1.525,2,1.425401068
0.9,0,1.221685654
1.05,1,1.00451038
0.975,0,1.122221996
1.125,0,1.136892007
1.25,2,1.210644462
1.45,2,1.378499621
1.25,1,1.248497856
0.825,0,0.973954264
0.825,0,0.746772859
0.975,0,0.912663164
1.05,0,0.999823372
0.825,0,0.953705471
1.25,0,1.198027256
1.375,0,1.23329398
1.05,0,1.140295987
1.525,0,1.425160772
1.125,1,1.03570565
1.25,0,1.033105675
1.05,0,1.324573602
0.975,1,1.085788485
1.45,1,1.061725369
1.125,0,1.270627567
1.125,0,1.039822449
1.45,1,1.116213187
1.45,0,1.16570338
1.125,1,1.153181339
0.825,2,0.646189648
0.75,2,0.911964316
1.45,2,1.260636936
1.25,1,1.238500994
0.75,0,0.908314024
1.125,2,1.079624241
0.825,2,0.718568203
0.75,1,0.848262303
1.125,0,0.944367334
1.375,1,1.036559054
0.975,0,1.089723105
0.825,0,0.752601567
1.05,0,0.953907661
1.05,2,0.830141118
1.525,0,1.423851443
0.975,0,0.951345914
1.375,0,1.456704864
0.75,0,0.979328038
0.9,0,0.961563968
0.975,2,0.8171422
0.9,0,0.85501657
0.75,1,0.760074712
0.975,0,0.825675888
0.975,2,0.794961912
1.375,1,1.194043248
1.05,2,1.066571577
1.125,2,1.049803363
1.45,0,1.18745342
1.525,0,1.283464826
1.45,0,1.320280401
1.25,1,1.114893806
1.525,0,1.384671077
1.25,0,1.184713959
1.05,1,1.173141621
0.975,1,1.079764705
1.45,1,1.221694497
1.45,0,1.196741677
0.9,0,0.932369991
1.525,2,1.272523978
0.825,0,0.819751094
1.375,0,1.289409351
1.525,1,1.418048724
0.75,0,0.91886728
1.05,2,1.193057194
1.25,2,1.277616013
1.25,0,1.268968818
1.525,1,1.466477501
0.75,0,0.847324656
0.75,2,0.956392923
1.125,1,0.925866723
0.9,1,1.185252311
0.9,2,1.064927898
0.75,0,1.068248528
1.375,0,1.397984033
1.525,2,1.221145496
0.9,2,1.200048737
