Duration,Stimulus_condition,Response
0.75,2,0.606849667
1.525,1,1.119837624
0.75,1,0.719971133
1.125,0,1.093033176
1.125,1,0.970527176
0.975,0,0.862307174
1.45,0,1.216961799
1.25,2,1.224302482
1.25,2,1.101060154
0.825,0,0.713516272
1.375,0,0.834759347
0.9,1,0.734203907
0.9,1,0.900719258
1.45,2,1.007472128
0.975,1,0.915961773
0.825,0,0.734552064
1.525,1,1.324137678
1.125,2,1.084230362
1.125,0,1.079824772
1.05,0,0.909412537
0.75,2,0.602061721
0.75,0,0.830696697
1.525,0,0.945931254
1.25,0,1.236618063
1.125,2,0.948693896
0.75,0,0.600736285
1.45,1,1.117408061
1.125,0,0.983254607
1.25,2,1.143136176
0.975,0,0.868143811
1.25,1,0.964699307
1.25,0,1.185077992
0.975,2,0.710217651
1.05,0,0.835688389
0.825,0,0.771531284
0.975,2,0.850335978
1.525,0,1.317664923
0.975,0,0.992977366
1.375,0,1.211222471
1.25,1,1.257084324
0.9,1,0.761070234
1.375,2,1.173808377
1.375,1,1.130152563
1.25,0,1.138679058
1.525,2,1.376876703
1.05,0,0.780511049
1.05,2,0.949911221
1.375,1,1.060626808
1.125,0,1.001704324
0.825,2,0.684933795
1.525,0,1.321345878
0.975,1,0.928145019
1.375,2,1.191975204
1.45,0,1.26750477
0.9,0,0.786493785
0.9,2,0.987078348
0.75,0,0.677798308
0.75,2,0.737876065
0.75,1,0.726533816
0.825,0,0.755705361
1.45,2,1.187577126
0.975,0,1.027071839
1.05,0,0.960498202
1.45,0,0.987664273
1.05,2,1.057531439
1.375,1,1.080853181
0.825,1,0.89645386
0.825,1,0.714013331
1.125,1,0.761949025
1.45,0,0.993901724
1.45,0,1.23126907
0.975,0,0.920790706
0.825,0,0.734283803
0.9,0,0.892600975
1.45,2,0.879303027
1.05,1,1.062784209
1.375,0,1.053658942
1.25,1,1.018543934
1.05,0,1.074132159
0.825,2,0.755503287
0.825,2,0.771632639
1.45,0,1.161990095
0.9,2,0.924343398
1.525,1,0.88971396
1.25,0,1.218983923
0.9,0,0.865275811
1.125,0,1.036665729
0.75,0,0.902022992
1.05,1,0.896203192
0.75,0,0.81895363
0.975,2,0.842414509
0.825,1,0.77962275
1.375,0,1.099041369
1.525,2,1.196178885
0.975,1,0.92127325
0.75,0,0.85140519
1.375,0,1.02575693
1.525,0,1.240315558
0.9,2,1.018420801
1.45,1,1.074784913
1.525,0,1.223032187
1.375,2,1.367471709
0.75,1,0.823488885
1.125,1,1.059699326
1.525,0,1.151891588
1.45,1,1.226373752
1.125,0,1.203198925
1.375,0,1.162690108
1.05,1,1.164634358
0.975,0,0.950542658
0.9,0,0.858644828
1.125,2,1.235840717
0.9,0,0.846541058
1.525,2,1.101300897
1.05,2,1.121025576
0.825,0,0.920059452
1.25,0,1.10893617
0.9,0,0.953182123
1.25,0,1.039344301
1.05,0,1.256026441
