Duration,Stimulus_condition,Response
0.825,0,0.535976702
1.25,0,0.780835359
1.25,0,0.807460421
0.9,0,0.765955115
0.9,1,0.835483575
0.9,2,0.191952204
1.05,2,0.749371619
1.375,1,0.924607438
1.45,0,0.921459281
1.125,2,0.942967861
1.05,0,0.950436097
0.75,1,0.823064589
1.45,0,0.92481665
1.525,0,1.138804653
1.05,1,0.890528756
1.375,2,0.970226702
0.825,0,0.526425577
0.9,1,0.782336826
0.975,1,0.915768842
1.25,0,1.020109416
1.05,2,0.844188918
0.9,0,0.915437064
1.05,0,0.637924494
1.45,2,0.948424193
1.375,2,1.068839142
1.125,1,1.159962998
1.45,1,0.961605435
1.525,0,0.970458242
0.9,0,0.568781431
0.9,0,0.715947619
0.9,2,0.707647554
1.05,2,0.870120895
0.975,2,0.856472824
1.525,0,1.308007068
0.825,0,0.86529289
0.75,0,0.725129714
0.975,1,0.867438148
0.975,0,0.930925589
1.45,0,1.29907977
1.25,0,1.259458335
1.525,2,1.307843986
1.25,2,1.148081582
1.375,0,1.245186286
1.25,0,1.093871831
1.45,1,1.404049486
1.375,0,1.182822707
1.45,2,1.094607613
0.9,1,0.657369311
1.125,2,1.16037865
1.45,0,1.208279261
1.05,1,1.051147208
0.975,0,0.912627013
1.375,0,1.238834621
1.45,1,1.172306017
1.25,1,1.163526278
1.525,2,0.988979146
0.825,2,0.661789449
0.9,0,0.686291976
0.975,2,0.75827352
0.975,2,0.883698178
1.125,0,0.844680803
1.45,0,1.071869685
0.975,0,1.040075861
0.975,0,0.890301252
1.375,0,1.011025687
0.825,1,0.684378916
1.25,1,0.868184744
1.525,0,0.979263252
1.05,0,0.927417821
1.05,1,0.824605385
0.75,0,0.545578048
0.825,2,0.498931207
0.825,0,0.757275906
0.75,2,0.522443247
1.525,1,1.048582914
0.9,0,0.740823896
1.05,0,0.848692606
0.75,2,0.734701308
0.825,2,0.928816188
0.9,2,0.895407435
1.05,0,0.935153248
1.25,2,1.001688611
0.75,0,0.635809495
1.375,0,0.932927373
0.75,0,0.717352374
1.525,1,0.919246248
0.975,1,0.976694758
1.375,1,0.929611892
1.125,0,0.895059851
0.75,0,0.681243786
1.525,2,0.969939326
1.125,1,0.997237796
0.75,1,0.470218756
1.525,1,0.815230417
1.45,2,1.085976955
0.825,0,0.631076059
1.125,0,0.919335826
1.45,0,0.961821511
1.25,0,1.012386828
0.825,0,0.688971917
0.75,0,0.683471337
0.975,0,0.785461718
1.25,2,0.864883974
1.125,2,1.037382762
1.125,0,0.941809763
0.825,1,1.0304567
0.975,0,0.732914566
0.75,1,0.592023314
1.375,1,0.958199949
1.525,0,1.081614067
1.525,0,0.445365278
0.825,1,1.060320977
1.125,0,0.899727155
1.125,0,0.934176409
1.25,1,1.028516854
1.05,0,0.903867679
0.75,2,0.585423478
1.125,1,0.959422648
1.375,0,0.764327522
1.375,2,1.168078541
