Duration,Stimulus_condition,Response
0.9,0,0.768440633
1.45,1,1.238514641
1.125,0,0.932194476
1.45,2,1.009765515
1.25,0,1.045473271
1.45,0,1.076335629
0.75,0,0.543735609
0.975,1,0.779512707
1.525,0,1.053901066
0.975,2,0.655199081
0.825,1,0.724500501
1.45,0,1.204301564
1.375,0,1.227476094
0.75,1,0.669482648
0.75,1,0.89124952
0.975,0,0.736674854
1.375,1,1.208232338
1.25,0,0.936137434
1.525,2,0.912767689
1.05,2,0.904076041
1.375,1,1.037951462
1.125,1,1.198325996
1.525,1,0.72961365
1.25,1,0.963280588
0.825,0,0.75496567
1.125,0,0.101125058
1.25,0,1.348344149
1.05,2,0.722825983
1.25,0,1.122871909
0.9,1,0.804079265
1.125,2,1.222165018
0.75,0,0.759987468
0.975,0,0.979155271
0.975,1,0.528091811
1.125,1,0.562342374
0.9,1,0.631126381
0.9,2,0.566012923
1.525,0,1.199278349
1.525,1,1.188065559
1.05,0,0.990516108
1.525,2,1.382132197
1.25,2,0.74546903
0.975,0,0.991295147
1.45,1,0.868129812
0.75,1,0.907347522
0.825,2,0.543981092
1.05,1,0.694829931
1.125,2,0.621661524
1.525,0,0.986005586
0.9,0,0.872783457
0.9,1,0.930679583
0.825,0,0.664996165
0.825,0,0.687531059
1.525,0,1.283449337
0.975,0,0.946642012
1.125,0,1.089614425
1.375,0,1.136574747
1.375,0,1.145011731
0.825,2,0.740423606
0.825,0,0.727462301
1.45,2,0.809868603
0.75,2,0.629545057
1.525,1,0.981129648
1.125,0,0.855830637
0.9,2,0.701943404
1.25,2,0.8958588
0.825,0,0.886447383
0.975,2,0.654965887
0.975,0,0.813404135
1.525,0,1.060265579
1.05,2,0.572681618
0.75,0,0.722352393
1.05,0,0.631176416
1.25,2,0.768940993
1.375,0,1.234466395
1.375,2,0.803057622
1.125,1,0.895182151
1.125,2,0.754052507
1.25,1,0.610391781
0.9,2,0.778054428
0.9,0,1.042140169
1.45,0,0.859419142
1.45,2,0.146874633
1.05,0,0.622538706
0.75,0,0.548977797
0.975,1,0.425144279
1.45,1,0.707652685
0.75,2,0.498642714
1.05,0,0.159533181
0.825,2,0.654911978
1.375,2,0.79410767
1.45,0,1.061353067
1.05,0,0.883738116
0.75,0,0.783834643
1.375,2,0.648192176
1.25,0,0.786194938
1.525,2,0.900170276
0.975,2,0.816637702
1.125,0,1.043586324
0.75,2,0.842047486
1.375,1,0.61982097
0.9,0,0.74782629
1.375,0,0.871614968
0.75,0,1.091958058
1.25,0,0.772798907
1.125,0,0.964312037
1.45,0,1.098270652
1.05,1,1.255362909
1.525,0,1.154315084
0.975,0,1.006765649
1.05,1,0.8093443
0.825,1,0.861147035
1.05,0,0.862801675
0.9,0,0.825732563
1.25,1,0.942656965
0.825,1,0.957122628
0.825,0,0.82547907
1.375,0,1.222024846
1.45,0,0.197151386
0.9,0,0.758724361
